True,Predicted
0.3078781512443341,0.42306576130481055
0.5064600839544927,0.38779135415351107
0.4514180672031819,0.4028206279370846
0.1817752101270076,0.37435110810576433
0.5041491596899081,0.530412207967622
0.3545168067040696,0.4117019758512094
0.2567226890096259,0.3527091311139838
0.2959558822848763,0.3915375540064156
0.4928571428312575,0.4135950650940253
0.3597163865357292,0.4302709491775664
0.5831932772277734,0.4536810033240882
0.5047794117907154,0.3487646438176211
0.3949054621116121,0.42965703528738025
0.457878151236456,0.37931861765422026
0.6040966386237346,0.4263798917794821
0.8769432773173874,0.4567093483555813
0.3176470588068463,0.3711658327374027
0.4029936975103469,0.36802959759126186
0.3726890755581571,0.3953795010788296
0.3099264705719576,0.37586159466018776
0.266228991635177,0.39062210970065736
0.9247373949094152,0.5539024284244172
0.3690651259785156,0.41977234897081744
0.7446428571037477,0.451898629610378
0.5085609243955588,0.43070198961936057
0.1470063025132875,0.4055858161624712
0.3179621848572499,0.3919111714847642
0.5419642857383423,0.4567093483555813
0.3757878151063136,0.3546366432069657
0.36239495796416,0.3867761581703052
