# Feature,NegativeMSE, R2, Negative_MedianAbsoluteError, explained_variance,SVs-Trees-Neurons, Distance, RMSE, correlation, Weighted_Sum, Classification_Model
1.111111111111111049e-01,9.755743390168031270e-01,2.478907045103547618e-02,9.134302502037832117e-01,8.007351618372693380e-02,9.030100334448160071e-01,9.966666666666667007e-01,9.759719591248329218e-01,2.826393394454737029e-01,1.449640963348090228e+00,2.999000000000000110e+00
7.692307692307692735e-02,9.713176043901512458e-01,-1.250879369433151311e-01,9.011746980747712410e-01,-5.313051081258477609e-02,4.659988985267795591e-01,9.966666666666667007e-01,9.713569484396800124e-01,2.403162263577528768e-01,1.354525271607519121e+00,8.094509248149467373e-01
7.692307692307692735e-02,9.734723320542935099e-01,-5.100091250351822258e-02,9.024399145271504441e-01,-2.957291953598839779e-04,5.685618729096989510e-01,9.966666666666667007e-01,9.736334818193543850e-01,2.461111323844807353e-01,1.383455128600868722e+00,2.999000000000000110e+00
6.250000000000000000e-02,9.718290115798331463e-01,-1.104569015891455896e-01,9.022965141168831638e-01,-2.995140240968823322e-02,4.581935839184909653e-01,9.966666666666667007e-01,9.718612962979262804e-01,2.510116356722529307e-01,1.358193871311672574e+00,9.433351058739195549e-01
9.090909090909091161e-02,9.713291503291995310e-01,-1.221598697250206034e-01,9.004530627005048471e-01,-5.926337450948334501e-02,4.652567809445132818e-01,9.966666666666667007e-01,9.713679523587787079e-01,4.947048697892542091e-02,1.334369514772145049e+00,8.094509248149467373e-01
7.142857142857142461e-02,9.710735324085538744e-01,-1.342554656302825111e-01,8.979927262094431484e-01,-7.234394689088424757e-02,4.615365551425030799e-01,9.966666666666667007e-01,9.711124512416849930e-01,2.253458182438821955e-01,1.347950225981161987e+00,8.094509248149467373e-01
1.000000000000000056e-01,9.717398712260769678e-01,-1.059791262308828197e-01,9.001096036848110771e-01,-4.334204393710933134e-02,4.667451466336224319e-01,9.966666666666667007e-01,9.717757597236584832e-01,1.148646354659321744e-01,1.346841409733422701e+00,8.094509248149467373e-01
1.000000000000000056e-01,9.743607210672836638e-01,-1.917837377128115556e-02,9.039092861051631900e-01,2.356074224941596615e-02,8.695652173913043237e-02,9.966666666666667007e-01,9.743753131482770780e-01,3.092353799326956199e-01,1.346940675564026524e+00,2.999000000000000110e+00
5.000000000000000000e-01,9.729655920940997182e-01,-5.688748790812794137e-02,9.031957105495274085e-01,-1.347041430950945929e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729938757170277785e-01,2.446620570532549443e-01,1.419278826512407221e+00,8.094509248149467373e-01
6.666666666666666574e-02,9.710732299032570625e-01,-1.303392697861453509e-01,8.992964740595538187e-01,-5.962891176850021457e-02,4.578245903896460689e-01,9.966666666666667007e-01,9.711182533614584056e-01,2.604899903673537631e-01,1.352906676924733986e+00,8.094509248149467373e-01
7.692307692307692735e-02,9.712028748049030824e-01,-1.306776629818511282e-01,8.982462583191482830e-01,-6.359608054124589460e-02,4.604240671898663928e-01,9.966666666666667007e-01,9.712337504034292968e-01,6.238179390258476176e-02,1.331884883473782200e+00,8.094509248149467373e-01
5.555555555555555247e-02,9.745928275178914468e-01,-1.180306550902883098e-02,9.030347683634453171e-01,3.762614583756009740e-02,1.204013377926421435e-01,9.966666666666667007e-01,9.746490925804873751e-01,3.181197714090594486e-01,1.349279097912070791e+00,2.999000000000000110e+00
5.882352941176470507e-02,9.714167920900137476e-01,-1.215209568101774246e-01,9.032867282236302087e-01,-3.831112086119278087e-02,4.793749139474047238e-01,9.966666666666667007e-01,9.714588534035840661e-01,2.800704477952385973e-01,1.360816701778932325e+00,9.433351058739195549e-01
8.333333333333332871e-02,9.717587421627154054e-01,-1.061435352838649288e-01,9.008009834178822839e-01,-3.582310706763945640e-02,4.626545504612419313e-01,9.966666666666667007e-01,9.717944273968004421e-01,2.491932535953853001e-01,1.360377480831143737e+00,8.094509248149467373e-01
7.692307692307692735e-02,9.724943299810940855e-01,-1.027662459376124104e-01,9.015486375093997307e-01,-5.678433945781794639e-02,9.665551839464883166e-01,9.966666666666667007e-01,9.709805550664182272e-01,2.840657201588948633e-01,1.418385098668865085e+00,2.999000000000000110e+00
9.090909090909091161e-02,9.709410307894493775e-01,-1.397403721695436030e-01,8.976156265793930888e-01,-7.204377183634252946e-02,4.585653311303868884e-01,9.966666666666667007e-01,9.709773848547816888e-01,9.869202491152788415e-02,1.334931735808198905e+00,8.094509248149467373e-01
7.142857142857142461e-02,9.705245746720877476e-01,-1.560716363752422953e-01,8.958850029130095427e-01,-8.471154440345624037e-02,4.507627702051493768e-01,9.966666666666667007e-01,9.705628185266806929e-01,5.690805130574187742e-02,1.323334420035703340e+00,8.094509248149467373e-01
1.000000000000000056e-01,9.730290076821107581e-01,-7.247856315699716112e-02,8.983811291096139851e-01,-2.522311824863211413e-02,9.030100334448160071e-01,9.966666666666667007e-01,9.732077607561372412e-01,2.590063527074425997e-01,1.418465963492610005e+00,2.999000000000000110e+00
8.333333333333332871e-02,9.710712421379890102e-01,-1.337671442503547969e-01,8.960531766403040388e-01,-5.920413316161985545e-02,4.593102023957042479e-01,9.966666666666667007e-01,9.711100642840113650e-01,1.135226287985037219e-01,1.337896727713308032e+00,8.094509248149467373e-01
6.250000000000000000e-02,9.719113823648795059e-01,-1.083482423110769810e-01,9.002323064515688200e-01,-4.737517520347085676e-02,4.619069255128734897e-01,9.966666666666667007e-01,9.719440426263986632e-01,2.065330153068881125e-01,1.351834077336886430e+00,9.433351058739195549e-01
1.111111111111111049e-01,9.753852871530256374e-01,1.599132677192880575e-02,9.087553864687106797e-01,6.979010507374734662e-02,9.030100334448160071e-01,9.966666666666667007e-01,9.753737522122423176e-01,2.773730966762594230e-01,1.446139742587674526e+00,2.999000000000000110e+00
1.250000000000000000e-01,9.742802211723512462e-01,-3.646891368647288412e-02,9.084097568607486517e-01,1.270918041212469943e-02,9.030100334448160071e-01,9.966666666666667007e-01,9.744896350042673294e-01,2.568504037163302778e-01,1.431866923052814267e+00,2.999000000000000110e+00
6.250000000000000000e-02,9.709978545871225108e-01,-1.419406812144568542e-01,8.979657926652164779e-01,-6.608410899903750801e-02,4.630221671485612589e-01,9.966666666666667007e-01,9.710354554594797793e-01,2.169015483999008898e-01,1.345930968814543327e+00,9.433351058739195549e-01
