0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Output
0.429471435,0.609169449,0.0,0.0,0.0,0.0,1.67e-32,0.0,0.476422186,0.273942885,0.12669545,0.053568695,0.097891942,0.373451189,0.20294701,0.305098897,0.13507507,0.329180357,0.184415774,0.303694848,0.296155834,0.140606315,0.066100009,0.493117837,0.340185442,0.339670721,0.299395472,0.394621628,0.374226851,0.197804166,0.35733877,0.090298883,0.065111483,0.332473151,0.309958314,0.307687052,0.167216351,0.307352732,0.295110699,0.414166137,0.3690651259785156
0.394782074,0.624452655,0.0,0.0,0.0,0.0,1.46e-20,0.0,0.087656904,0.800162501,0.086409806,0.430026786,0.892813064,0.035194516,0.077038235,0.410247612,0.048325652,0.006013657,0.034243993,0.314684196,0.336493155,0.246773169,0.318579726,0.266487867,0.122589948,0.61123873,0.570749647,0.222265499,0.280573709,0.250556681,0.111351601,0.678852552,0.157697461,0.855084002,0.487772117,0.481995217,0.848963525,0.095718382,0.303872908,0.378766276,0.7446428571037477
0.514,0.804,1.0,1.0,1.0,1.0,4.48e-32,1.0,0.021956325,0.163586745,0.082317594,0.042402139,0.067510123,0.067532073,0.691856819,0.322229286,0.125953409,0.349558726,0.272151031,0.054975403,0.127968056,0.516493655,0.496121813,0.414986642,0.228786324,0.180898078,0.520160329,0.13194977,0.232107379,0.185879311,0.003732436,0.293978814,0.256541334,0.208781895,0.383742473,0.382530464,0.230364504,0.228153403,0.516821549,0.53788203,0.5085609243955588
0.568,0.677,0.0,0.0,1.0,0.0,2.28e-90,0.0,0.387264146,0.000861373,0.312822353,0.241477646,0.026041076,0.212818214,0.1743064,0.03277234,0.05527657,0.407731423,0.433410573,0.045599913,0.050107014,0.026589768,0.111704115,0.201554866,0.018091297,0.233930875,0.017772015,0.130753377,0.137437404,0.480097701,0.129075673,0.128227281,0.139987784,0.056767901,0.330152849,0.32527047,0.208342219,0.123831309,0.549581684,0.291316443,0.1470063025132875
0.955,0.908,0.0,0.0,1.0,1.0,2.51e-48,0.0,0.039536509,0.246982184,0.291150537,0.050240829,0.090436386,0.026133308,0.249789447,0.261086474,0.090045544,0.223164447,0.198978529,0.200359364,0.191032138,0.026727545,0.080431033,0.216590962,0.075247715,0.049723529,0.128904392,0.200296999,0.163321661,0.281651571,0.004218519,0.038346611,0.278836832,0.029638161,0.143307087,0.141510079,0.000184858,0.215421929,0.643572962,0.446582426,0.3179621848572499
1.0,1.0,1.0,0.0,1.0,1.0,4.11e-302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5419642857383423
0.624161072,0.635524905,0.0,0.0,0.0,0.0,4.84e-62,0.0,0.059742495,0.323572515,0.121162841,0.455204207,0.019977042,0.30657097,0.126355677,0.06332647,0.222671717,0.089056591,0.144473218,0.109199475,0.106604874,0.3225248,0.057523195,0.107358992,0.550213473,0.068582209,0.23042242,0.336387309,0.028800938,0.008272087,0.183944487,0.100506022,0.201584894,0.33606939,0.039277443,0.031795923,0.022713376,0.117744852,0.511556604,0.507891009,0.3757878151063136
0.559,0.68,0.0,0.0,1.0,0.0,6.72e-63,0.0,0.166730882,0.205076241,0.173108934,0.195846138,0.161368159,0.475708544,0.044006684,0.02546764,0.113814944,0.043788343,0.392519775,0.321832772,0.070243102,0.475844035,0.023545654,0.083608027,0.500666957,0.169749142,0.175092345,0.49769377,0.048647681,0.032139829,0.353260407,0.150931237,0.239966012,0.192603793,0.07642427,0.068329347,0.05618365,0.309528136,0.362181417,0.287034828,0.36239495796416
0.583,0.752,0.0,0.0,1.0,0.0,8.930000000000001e-79,0.0,0.137842223,0.032360036,0.085858947,0.058404809,0.238288426,0.362679587,0.210832925,0.125082026,0.295176629,0.046500005,0.650157287,0.223792281,0.031991757,0.423519284,0.226568372,0.139343604,0.612030172,0.018839653,0.141486318,0.309191539,0.068187805,0.083700102,0.396492814,0.132975038,0.009408659,0.039062805,0.006901343,0.001184375,0.044267872,0.137550543,0.779822875,0.371823431,0.2555672268773337
0.559,0.773,0.0,0.0,1.0,1.0,2.5000000000000003e-66,0.0,0.000615499,0.026322325,0.030579103,0.079213588,0.279471567,0.134087038,0.117948739,0.121149326,0.037369168,0.250826541,0.232557043,0.075014595,0.354538165,0.283356723,0.101426153,0.04702239,0.110319315,0.184438909,0.039750727,0.07484043,0.155839179,0.168500304,0.022725278,0.11374241,0.06723198,0.112448009,0.050949514,0.050677599,0.142179519,0.014718547,0.246276168,0.125245566,0.2864495798168882
0.599424872,0.58350075,0.0,0.0,0.0,0.0,4.86e-53,1.0,0.092792131,0.40106824,0.150227249,0.138710034,0.077183792,0.106164643,0.082499604,0.118668802,0.370353393,0.210946116,0.137848937,0.043795772,0.165025541,0.107160579,0.043537884,0.128876371,0.062992491,0.14050119,0.076163982,0.283109273,0.087831285,0.158386282,0.142216684,0.335979125,0.358952351,0.400073028,0.138536359,0.137956953,0.102569504,0.09971341,0.43381445,0.286950052,0.3905987394752838
0.50364895,0.702770902,0.0,0.0,0.0,0.0,1.64e-29,1.0,0.254612639,0.084235895,0.335960912,0.283906286,0.007449502,0.077968733,0.152569067,0.228777077,0.126104531,0.122394716,0.035613427,0.150983672,0.230520397,0.282304389,0.131914438,0.096236806,0.177199575,0.400175998,0.10623309,0.196194393,0.005376619,0.273875247,0.123265954,0.098948563,0.221284093,0.26849997,0.062621584,0.06215693,0.16270527,0.053964798,0.62949775,0.391785051,0.3903361343807597
0.530825226,0.533234473,0.0,0.0,0.0,0.0,3.12e-28,0.0,0.254616351,0.302268656,0.202982993,0.404869485,0.073337438,0.352592173,0.090362548,0.071301356,0.180131733,0.021950696,0.437998457,0.279963207,0.386277351,0.389574146,0.063705373,0.384262014,0.535290399,0.020492898,0.108445536,0.676659155,0.219074012,0.122282383,0.317293954,0.034288771,0.472957434,0.319657031,0.124733673,0.130645712,0.039440904,0.186407663,0.371233052,0.403205374,0.3661764705690034
0.565,0.79,0.0,1.0,1.0,1.0,8.930000000000001e-79,1.0,0.015162318,0.357976408,0.081944546,0.092289002,0.138332322,0.336468409,0.204898358,0.150332979,0.103689473,0.105800093,0.346234835,0.28749571,0.072659042,0.57740004,0.121488263,0.355712543,0.017290507,0.010200197,0.224137356,0.410023858,0.156313863,0.102634292,0.241887014,0.364757853,0.056674751,0.036343822,0.078554887,0.078396538,0.242629364,0.154963045,0.342407217,0.263955153,0.3098214285026355
0.563,0.703,0.0,0.0,1.0,0.0,4.2e-98,0.0,0.187184756,0.330310898,0.13977182,0.232577577,0.136146259,0.268067903,0.245299799,0.023956474,0.240387353,0.020316381,0.141707196,0.400104826,0.010368561,0.313213393,0.249057578,0.066622777,0.23340852,0.408875335,0.142654472,0.27911214,0.076051387,0.031327884,0.294768757,0.04915478,0.009674068,0.158679843,0.338073182,0.337045895,0.00517813,0.100245055,0.125931291,0.506903907,0.1282563025142723
0.614,0.723,0.0,0.0,1.0,0.0,6.03e-93,0.0,0.408089808,0.209883108,0.195529749,0.041700889,0.121024548,0.346666753,0.086881317,0.115433804,0.013038895,0.048837419,0.550063888,0.003102877,0.038994695,0.043250143,0.098120683,0.026315271,0.351107393,0.129144225,0.195130221,0.026358296,0.200919676,0.056421596,0.237203694,0.302961312,0.116663975,0.337114954,0.228763316,0.22270812,0.1748676,0.494251858,0.453535843,0.476252035,0.2938550420013732
0.521,0.596,0.0,0.0,1.0,1.0,8.590000000000001e-88,0.0,0.098034913,0.231374143,0.15670862,0.493368986,0.290517323,0.060643263,0.258041278,0.101483088,0.051561564,0.251756323,0.257632141,0.142736792,0.025957536,0.263348075,0.367487719,0.029314388,0.037893884,0.080063616,0.165886622,0.127082575,0.111109154,0.25325185,0.16843811,0.183471396,0.156603891,0.032970146,0.173043075,0.171324451,0.025895133,0.230657264,0.320667601,0.156257016,0.3849789915238981
0.514,0.711,0.0,0.0,1.0,0.0,3.5e-58,0.0,0.033296694,0.195083857,0.170649339,0.090039227,0.082766118,0.188558888,0.202441942,0.048559637,0.045764857,0.079060741,0.448919379,0.20684637,0.11616962,0.284517314,0.280551332,0.010267487,0.501853525,0.093341883,0.151391938,0.185565531,0.082299939,0.095634574,0.444849564,0.238749635,0.10078341,0.117376392,0.057850857,0.064297916,0.016424072,0.158737217,0.750819323,0.430427705,0.6097689075309997
0.529,0.699,0.0,0.0,1.0,0.0,4.71e-74,0.0,0.203709816,0.109523792,0.061451307,0.105427181,0.201657438,0.290248974,0.103472652,0.151248723,0.271500661,0.003457541,0.62080339,0.191500274,0.153567284,0.340203901,0.219809301,0.019425364,0.576781194,0.017917007,0.136960076,0.3659127,0.060519952,0.042368317,0.328270202,0.081660314,0.131350745,0.076012331,0.02070403,0.0129598,0.027259785,0.016254567,0.479111925,0.580171966,0.4059873949891814
0.547,0.717,0.0,0.0,1.0,1.0,7.7e-22,1.0,0.175049637,0.025823185,0.524900781,0.133056687,0.136964625,0.090846656,0.456558713,0.368642944,0.028402985,0.046655118,0.307861127,0.157711774,0.358578476,0.006342367,0.408330625,0.136352436,0.163344212,0.058085767,0.139888366,0.110392429,0.086167877,0.334394121,0.088720039,0.242186907,0.387956622,0.043303248,0.066882816,0.065778385,0.039363542,0.2680041,0.396126256,0.471807294,0.3897058822799525
0.838,0.837,0.0,0.0,1.0,1.0,4.88e-15,1.0,0.401453006,0.31729022,0.167958897,0.650694203,0.020785142,0.015235476,0.389613464,0.052387202,0.197369127,0.209632147,0.221255859,0.73667745,0.233093932,0.365315535,0.553116434,0.095222277,0.045551454,0.0,0.556364055,0.070761656,0.067019389,0.213255585,0.389395968,0.730529702,0.140954469,0.037457602,0.034506716,0.033936909,0.337485261,0.094901161,0.441997545,0.66234354,0.6515756301653585
0.568,0.651,0.0,0.0,1.0,0.0,1.19e-88,0.0,0.22392759,0.143645552,0.359738767,0.340740106,0.112950972,0.065879481,0.010413146,0.00107019,0.007173632,0.327281929,0.338331392,0.067875761,0.077886092,0.080818979,0.161742916,0.08728436,0.036661875,0.055125512,0.13837626,0.085647468,0.123491085,0.411445734,0.026910298,0.231604649,0.019552127,0.004399915,0.207549792,0.204122537,0.052538995,0.033660217,0.460935045,0.551374116,0.2191176470998364
0.588558306,0.491569408,0.0,0.0,0.0,0.0,1.13e-97,0.0,0.331426347,0.308834918,0.148548437,0.28602009,0.132364681,0.184895776,0.237098228,0.062860662,0.188836884,0.096300779,0.083300026,0.393335695,0.077654844,0.195230904,0.231979077,0.132896048,0.144974307,0.407364366,0.095287711,0.326498403,0.086514367,0.013818929,0.283690609,0.016503513,0.041558376,0.202011765,0.317369152,0.315544927,0.084340093,0.088829017,0.320502312,0.347863739,0.2030987394851314
0.514,0.669,0.0,0.0,1.0,0.0,2.5e-45,0.0,0.297462322,0.04713774,0.097520233,0.074377812,0.087533948,0.138707669,0.040593594,0.004129513,0.024737556,0.111058199,0.20769021,0.038822669,0.121495176,0.013477968,0.152336539,0.072884734,0.432590085,0.000708941,0.109753456,0.150757668,0.160415893,0.004041486,0.064829133,0.076275751,0.001992087,0.104195072,0.05308013,0.059605967,0.01452467,0.105825818,0.786587282,0.573513625,0.4720588235046187
0.837,0.0,0.0,0.0,1.0,1.0,2.35e-33,1.0,0.026448496,0.078327625,0.034898742,0.256349356,0.198704758,0.429381911,0.003214628,0.218206593,0.239087917,0.10852615,0.200408629,0.007222538,0.035118455,0.185499797,0.216742058,0.144856269,0.15184256,0.425613527,0.060043933,0.088622487,0.009459151,0.212431279,0.228130335,0.016970413,0.157765618,0.146183317,0.115701714,0.114360551,0.022453523,0.042872709,0.445327138,0.556802874,0.5431197478706346
0.394614576,0.623228021,0.0,0.0,0.0,0.0,1.3e-61,0.0,0.019545472,0.299881383,0.041075484,0.319798245,0.112292012,0.279473577,0.198511438,0.010681713,0.054676986,0.126245967,0.019402415,0.035420241,0.153161811,0.067279261,0.134541323,0.045809522,0.013162552,0.069170386,0.018629127,0.314673239,0.139753676,0.06892786,0.025866676,0.20155036,0.136299375,0.191921136,0.083325614,0.083657898,0.095126741,0.263769006,0.500973788,0.372721738,0.1766806722071071
0.522,0.627,0.0,0.0,1.0,0.0,1.56e-98,0.0,0.253052359,0.407474648,0.164179461,0.279599937,0.099515271,0.19563729,0.137939526,0.050123172,0.216711385,0.070273942,0.112353317,0.36781282,0.111206966,0.229898009,0.242298506,0.092146191,0.19815953,0.407952713,0.13812823,0.335833311,0.08371924,0.010003902,0.226546145,0.100469504,0.131085336,0.27375498,0.324270496,0.32290172,0.022186217,0.021050922,0.221343402,0.354507536,0.2813025209411081
0.594793607,0.731371547,0.0,0.0,0.0,0.0,4.83e-47,0.0,0.319440515,0.189340546,0.276605,0.352733066,0.05420538,0.149104085,0.31722109,0.267367968,0.208821281,0.403885837,0.445620409,0.021322012,0.030438958,0.131717774,0.155422826,0.445129405,0.544996109,0.214253429,0.075306341,0.427640912,0.12295194,0.449210082,0.441557305,0.422644504,0.118132319,0.252376033,0.05308013,0.044801275,0.175488136,0.187312807,0.434413852,0.403807428,0.4787289915189744
0.452665191,0.631030609,0.0,0.0,0.0,0.0,1.21e-85,0.0,0.092355314,0.090266349,0.072267403,0.207894841,0.12612775,0.237054894,0.128421931,0.245591082,0.257868264,0.142409002,0.156506905,0.076736269,0.154950947,0.124276747,0.017190876,0.127934373,0.49408955,0.117827458,0.047907778,0.438814813,0.155826835,0.065430247,0.243113632,0.198677984,0.104217448,0.048887691,0.242566003,0.234005239,0.102086832,0.021978084,0.527842527,0.429825668,0.5040966385764656
0.478203606,0.637516361,0.0,0.0,0.0,0.0,4.6599999999999997e-38,0.0,0.453709795,0.184614449,0.373707284,0.117098306,0.080846694,0.137790234,0.087756758,0.005056757,0.006545459,0.041811977,0.017648373,0.021806761,0.029688946,0.233855172,0.364289653,0.2889992,0.148323079,0.214173448,0.10660453,0.559474769,0.464142906,0.323332766,0.110529816,0.214395725,0.249960366,0.142702763,0.369430292,0.366746384,0.03566124,0.23434112,0.130620675,0.319494476,0.5273634453504537
1.0,0.344247332,0.0,0.0,1.0,0.0,3.28e-82,1.0,0.0,0.0,0.0,0.0,0.048836846,0.0,0.083221563,0.0,0.048105723,0.0,0.0,0.040067125,0.0,0.037912835,0.0,0.0,0.099099859,0.0,0.0,0.0,1.07e-05,0.0,0.032937781,0.0,0.051267357,0.022002627,0.0,0.000569411,0.010752484,0.013681688,1.0,1.0,0.5108718486601433
0.524,0.649,0.0,0.0,1.0,0.0,4.6600000000000005e-77,0.0,0.203371264,0.365418517,0.372167892,0.108001412,0.126823561,0.228963416,0.096577113,0.014114892,0.184654655,0.228181834,0.094102568,0.303694848,0.045153809,0.218139777,0.066100009,0.038170207,0.065141896,0.263898024,0.085149171,0.303220295,0.197612802,0.267228468,0.230658044,0.039287214,0.143744523,0.129989502,0.273320982,0.271654709,0.096875537,0.137408349,0.313864314,0.534161708,0.4494747899448805
0.568,0.582,0.0,0.0,1.0,1.0,3.5e-61,0.0,0.070205461,0.014857066,0.072819653,0.215682198,0.25061,0.20588068,0.198317698,0.069200104,0.136665459,0.11259368,0.309270098,0.137137291,0.446583679,0.136768021,0.079729839,0.055152485,0.020888836,0.02256934,0.005986913,0.049322297,0.14109038,0.019582165,0.007685088,0.019153833,0.263963958,0.199654135,0.08545623,0.08518392,0.089751296,0.154871527,0.509919745,0.315039852,0.5910714284878639
0.328,0.885,1.0,0.0,1.0,1.0,2.04e-108,0.0,0.184918144,0.065400538,0.061275045,0.07125042,0.207027568,0.122474172,0.042205796,0.300952123,0.001057056,0.057838106,0.220551868,0.075649988,0.12510791,0.154385648,0.044622457,0.003596292,0.113415315,0.458383843,0.04793484,0.07145483,0.098441516,0.076802344,0.035452261,0.101584948,0.129172367,0.040001425,0.458545623,0.454959572,0.049171371,0.22654312,0.27487818,0.370997278,0.3679621848021028
0.71,0.696,0.0,0.0,1.0,0.0,1.07e-106,0.0,0.107537888,0.233154746,0.035253676,0.176734384,0.168250681,0.026113774,0.090451441,0.178733467,0.138201117,0.023232125,0.209152939,0.278029477,0.061195448,0.012451333,0.074747834,0.081638645,0.002336254,0.142208982,0.045980105,0.499792853,0.024348441,0.034882206,0.21236066,0.073929229,0.15695294,0.095155616,0.148077814,0.146202027,0.087595514,0.035283705,0.690475404,0.52776472,0.496901260530625
0.652,0.751,0.0,0.0,1.0,1.0,1.46e-20,1.0,0.13213017,0.125221871,0.543531726,0.024152028,0.10832389,0.151489149,0.605587013,0.292490615,0.152535637,0.219088053,0.298945333,0.107656268,0.329712129,0.0473982,0.244537461,0.25216751,0.119147605,0.051938129,0.162661616,0.012617156,0.081919183,0.436901333,0.089956037,0.14975007,0.379006703,0.060227983,0.087586846,0.086709942,0.101135125,0.254685698,0.535565059,0.545684006,0.3680147059155454
1.0,1.0,0.0,0.0,1.0,1.0,6.3699999999999985e-81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4632352940933175
