True,Predicted
0.2555672268773337,0.45355719705919356
0.2864495798168882,0.3970966569737591
0.3905987394752838,0.38305641937200907
0.3903361343807597,0.41732339490555587
0.3661764705690034,0.4375625190682135
0.3098214285026355,0.389812990817279
0.1282563025142723,0.39308964200623786
0.2938550420013732,0.49221794083553594
0.3849789915238981,0.31613087889062896
0.6097689075309997,0.39139977419010946
0.4059873949891814,0.4020711728227452
0.3897058822799525,0.33839620129399917
0.6515756301653585,0.43475521938457773
0.2191176470998364,0.3754499313695701
0.2030987394851314,0.4545817384744055
0.4720588235046187,0.3593535752205638
0.5431197478706346,0.38831637803054847
0.1766806722071071,0.37441455021283954
0.2813025209411081,0.396099013987204
0.4787289915189744,0.4143116211711792
0.5040966385764656,0.37571754860978407
0.5273634453504537,0.4099118763555821
0.5108718486601433,0.44203021226772526
0.4494747899448805,0.3550860806911008
0.5910714284878639,0.3946483588249405
0.3679621848021028,0.41018216163546944
0.496901260530625,0.3771071596344151
0.3680147059155454,0.45439761395170963
0.4632352940933175,0.5118538600936848
0.2748424369078339,0.41281995899762325
