True,Predicted
0.2402836134327582,0.3606317040909306
0.3700105041297264,0.4058522706032146
0.0,0.38403577949486317
0.8378151259538963,0.4520111001630249
0.2267857142212822,0.412153079856364
0.5574054622081194,0.4007570779762585
0.308035714269536,0.38392382314575535
0.3110294117483703,0.3856424614129395
0.179201680610336,0.39195562521324767
0.1422794117572332,0.4174686434436353
0.3673844538147383,0.47238110854284654
0.3328781512955422,0.46510686077562347
0.353256302502455,0.374038790581496
0.2369747899035202,0.3650004533363446
0.1290966385961608,0.34840716409807615
0.3056197479356292,0.40010915583148415
0.3789915965662294,0.3710657119741035
0.1892331932673722,0.38063564914703124
0.3719012604321481,0.41228565477166706
0.1024159663811756,0.4204752827066058
0.2269957983599267,0.3776909033480148
0.4869747899429111,0.37379632175014144
0.396638655388832,0.40990004081865616
0.6198004201880357,0.4107353123640732
0.2977415966755388,0.41760898658276546
0.2678571428430748,0.410783077056877
0.4190126049674889,0.37176285537723347
0.3192226890588644,0.3777978988274129
0.5996848739180839,0.3994533022674064
0.4684348739249772,0.4126565120130062
