True,Predicted
0.2588235294506921,0.3594369700912217
0.1654411764618991,0.37065178484073463
0.3653361344871146,0.45299904588437917
0.5870798319019391,0.48811737090470103
0.424947478969278,0.4194608023900162
0.3228466386385059,0.36319485152069286
0.3858718487192294,0.3836292768242977
0.4581407563309799,0.39627372525956395
0.6090861344743127,0.42154516715497325
0.4420168066469528,0.3991221129331
0.4842436974010377,0.39257703109638187
0.3129726890066716,0.41319798539482133
0.5722163865770896,0.4034743643146872
0.237657562960207,0.38810111855877344
0.2796743697332104,0.36431684119371577
0.5477415965573665,0.42094602549783383
0.0486869747873588,0.42694284170428676
0.1700105041927516,0.3763501872777278
0.5728991596337764,0.44617255672789485
0.2416491597036949,0.4273303194667669
0.1922794117020863,0.36139318551385674
0.2287289916371466,0.42621946259856075
0.5664390756005023,0.40682073525997287
0.363182773090169,0.44072684542594465
0.356039916000208,0.4329039524591233
0.2218487394841466,0.4063346422657233
0.227626050460734,0.4069179963646643
0.4803046217709925,0.38298915422548946
0.7891281511665375,0.443352938355817
0.3750525209361842,0.4106885289702315
