# Feature,NegativeMSE, R2, Negative_MedianAbsoluteError, explained_variance,SVs-Trees-Neurons, Distance, RMSE, correlation, Weighted_Sum, Classification_Model
1.428571428571428492e-01,9.737901454952964109e-01,-2.527831110912018980e-02,9.056927289732634723e-01,5.439633943946464538e-03,9.665551839464883166e-01,9.966666666666667007e-01,9.728561495412751947e-01,2.718459796865793088e-01,1.441985551421393508e+00,2.999000000000000110e+00
5.000000000000000000e-01,9.604781592262885415e-01,-5.894109679253911604e-01,8.700815859018563581e-01,-5.226740990001166320e-01,1.000000000000000048e-04,9.966666666666667007e-01,9.609473275051000352e-01,1.473632016351835161e-01,1.219020960042168422e+00,2.999000000000000110e+00
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.729683622961667888e-01,-5.679961993737019099e-02,9.031929108827304598e-01,-1.297337033454448816e-03,4.816081509018311779e-01,9.966666666666667007e-01,9.729966058464520895e-01,2.446620570532549443e-01,1.419338487852789932e+00,4.005572623200208682e-01
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
1.250000000000000000e-01,9.724815405020713621e-01,-7.795529501093786950e-02,9.044799312390868762e-01,-4.598500622244971851e-03,4.775189315709761351e-01,9.966666666666667007e-01,9.725128808111017653e-01,2.396834154098922698e-01,1.373495196490954307e+00,1.736355291486798791e+00
1.428571428571428492e-01,9.731486888349278885e-01,-6.183235666235011030e-02,9.072122248254768095e-01,-1.768617403856863682e-02,9.665551839464883166e-01,9.966666666666667007e-01,9.739791463929912130e-01,2.655465816085205155e-01,1.434235404142108816e+00,2.999000000000000110e+00
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
