# Feature,NegativeMSE, R2, Negative_MedianAbsoluteError, explained_variance,SVs-Trees-Neurons, Distance, RMSE, correlation, Weighted_Sum, Classification_Model
5.000000000000000000e-01,9.605681651721023062e-01,-5.862020435456485323e-01,8.719454947367134556e-01,-5.201446002904133170e-01,1.000000000000000048e-04,9.966666666666667007e-01,9.606587432318601794e-01,1.452794996784446957e-01,1.219702082836886525e+00,2.999000000000000110e+00
5.000000000000000000e-01,9.729683622961667888e-01,-5.679961993737019099e-02,9.031929108827304598e-01,-1.297337033454448816e-03,4.816081509018311779e-01,9.966666666666667007e-01,9.729966058464520895e-01,2.446620570532549443e-01,1.419338487852789932e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.630314460313503799e-01,-4.494292181545495035e-01,8.912311569614461693e-01,-3.745518335742674121e-01,4.095043370508054670e-01,9.966666666666667007e-01,9.632795325804279774e-01,2.423830117340192714e-01,1.312525716323487135e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.729683622961667888e-01,-5.679961993737019099e-02,9.031929108827304598e-01,-1.297337033454448816e-03,4.816081509018311779e-01,9.966666666666667007e-01,9.729966058464520895e-01,2.446620570532549443e-01,1.419338487852789932e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.730233957903589026e-01,-5.482224505649002655e-02,9.040889590543492726e-01,-1.572261236585159648e-04,4.842103813851025285e-01,9.966666666666667007e-01,9.730509956252865189e-01,2.446620570532549443e-01,1.420140764426825797e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.729683622961667888e-01,-5.679961993737019099e-02,9.031929108827304598e-01,-1.297337033454448816e-03,4.816081509018311779e-01,9.966666666666667007e-01,9.729966058464520895e-01,2.446620570532549443e-01,1.419338487852789932e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.729683622961667888e-01,-5.679961993737019099e-02,9.031929108827304598e-01,-1.297337033454448816e-03,4.816081509018311779e-01,9.966666666666667007e-01,9.729966058464520895e-01,2.446620570532549443e-01,1.419338487852789932e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.730233957903589026e-01,-5.482224505649002655e-02,9.040889590543492726e-01,-1.572261236585159648e-04,4.842103813851025285e-01,9.966666666666667007e-01,9.730509956252865189e-01,2.446620570532549443e-01,1.420140764426825797e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.730233957903589026e-01,-5.482224505649002655e-02,9.040889590543492726e-01,-1.572261236585159648e-04,4.842103813851025285e-01,9.966666666666667007e-01,9.730509956252865189e-01,2.446620570532549443e-01,1.420140764426825797e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.729683622961667888e-01,-5.679961993737019099e-02,9.031929108827304598e-01,-1.297337033454448816e-03,4.816081509018311779e-01,9.966666666666667007e-01,9.729966058464520895e-01,2.446620570532549443e-01,1.419338487852789932e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.730233957903589026e-01,-5.482224505649002655e-02,9.040889590543492726e-01,-1.572261236585159648e-04,4.842103813851025285e-01,9.966666666666667007e-01,9.730509956252865189e-01,2.446620570532549443e-01,1.420140764426825797e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.730233957903589026e-01,-5.482224505649002655e-02,9.040889590543492726e-01,-1.572261236585159648e-04,4.842103813851025285e-01,9.966666666666667007e-01,9.730509956252865189e-01,2.446620570532549443e-01,1.420140764426825797e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.729683622961667888e-01,-5.679961993737019099e-02,9.031929108827304598e-01,-1.297337033454448816e-03,4.816081509018311779e-01,9.966666666666667007e-01,9.729966058464520895e-01,2.446620570532549443e-01,1.419338487852789932e+00,4.005572623200208682e-01
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.607809278658736574e-01,-5.794846052175010032e-01,8.699592333789439857e-01,-5.077328086380932248e-01,5.351170568561872676e-01,9.966666666666667007e-01,9.607462851764749789e-01,1.549613278929831695e-01,1.282375085345303534e+00,2.999000000000000110e+00
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.729683622961667888e-01,-5.679961993737019099e-02,9.031929108827304598e-01,-1.297337033454448816e-03,4.816081509018311779e-01,9.966666666666667007e-01,9.729966058464520895e-01,2.446620570532549443e-01,1.419338487852789932e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.591429992937930971e-01,-6.401607022089252919e-01,8.697497254072793504e-01,-5.630597910297121533e-01,9.665551839464883166e-01,9.966666666666667007e-01,9.598075257136399197e-01,1.874159707188025881e-01,1.319081989498389174e+00,2.999000000000000110e+00
2.000000000000000111e-01,9.725448882263294514e-01,-7.247297554726483959e-02,9.039362565110612424e-01,-1.622576686691092757e-02,4.871802285556932621e-01,9.966666666666667007e-01,9.725764942002468327e-01,1.678015235276786310e-01,1.374249404738199676e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.729683622961667888e-01,-5.679961993737019099e-02,9.031929108827304598e-01,-1.297337033454448816e-03,4.816081509018311779e-01,9.966666666666667007e-01,9.729966058464520895e-01,2.446620570532549443e-01,1.419338487852789932e+00,4.005572623200208682e-01
5.000000000000000000e-01,9.729684923236397998e-01,-5.675849483772506254e-02,9.032115034290090216e-01,-1.358092140207611776e-03,4.812364036899352548e-01,9.966666666666667007e-01,9.729967823266463256e-01,2.446620570532549443e-01,1.419297231417478988e+00,1.736355291486798791e+00
1.666666666666666574e-01,9.728527203076937635e-01,-5.782542777129622003e-02,8.959709073046018268e-01,-8.539712128369602792e-03,9.665551839464883166e-01,9.966666666666667007e-01,9.708885044090141969e-01,2.526138544181190659e-01,1.434984131102462257e+00,2.999000000000000110e+00
1.428571428571428492e-01,9.730655274765033225e-01,-5.391324516261249838e-02,9.097545978763315055e-01,6.040693281664533468e-03,4.838358804901556343e-01,9.966666666666667007e-01,9.730954598058968452e-01,2.588282418425297271e-01,1.383461560639571264e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.729683622961667888e-01,-5.679961993737019099e-02,9.031929108827304598e-01,-1.297337033454448816e-03,4.816081509018311779e-01,9.966666666666667007e-01,9.729966058464520895e-01,2.446620570532549443e-01,1.419338487852789932e+00,4.005572623200208682e-01
1.428571428571428492e-01,9.715440431643663777e-01,-1.205072758890468609e-01,9.012706510022108208e-01,-6.973109053038215044e-02,2.876254180602006438e-01,9.966666666666667007e-01,9.717325231195937940e-01,2.821741231787359694e-01,1.345651324826901973e+00,2.999000000000000110e+00
1.666666666666666574e-01,9.728365968980497991e-01,-5.795443585425304189e-02,9.061381762251075056e-01,-1.179309890636504130e-03,4.816136582679334532e-01,9.966666666666667007e-01,9.728704691819233252e-01,3.124187800987309749e-01,1.389882219297330135e+00,1.736355291486798791e+00
5.000000000000000000e-01,9.607465907311258935e-01,-5.801204848841235995e-01,8.706302120131360622e-01,-5.130402127230363485e-01,1.000000000000000048e-04,9.966666666666667007e-01,9.609034108391885098e-01,1.561721547985987502e-01,1.222456776372780274e+00,2.999000000000000110e+00
5.000000000000000000e-01,9.730233957903589026e-01,-5.482224505649002655e-02,9.040889590543492726e-01,-1.572261236585159648e-04,4.842103813851025285e-01,9.966666666666667007e-01,9.730509956252865189e-01,2.446620570532549443e-01,1.420140764426825797e+00,4.005572623200208682e-01
