True,Predicted
0.5052521008663208,0.38454954667084684
0.7037289915071573,0.4203695368282949
0.0136029411232351,0.3298701362995448
0.5113970588491914,0.3575572466790774
0.5477415965573665,0.37935008619175864
0.3342962185223583,0.38907118637493343
0.5014180671480348,0.34757583981384177
0.3814600840135788,0.3972015364295098
0.3313025210435241,0.36161851221083713
0.377731092364615,0.45393105559211283
0.5110819327987877,0.4368485586069449
0.4830357143128658,0.4396086129052754
0.5978991596849844,0.48180373457904435
0.340441176505229,0.3795512713134039
0.5900735293807736,0.4711927512217038
0.1923319328155288,0.3761844595596756
0.4824054622120585,0.39262488960178243
0.5654411764934116,0.39194104545360875
0.3165966385863132,0.41963108312927844
0.271533613378596,0.4111863117529241
0.680094537726886,0.44365027987840616
0.4414915966154679,0.4119097283101052
0.5202731092163723,0.36512845831433016
0.4514180672031819,0.4156160823412353
0.2141806722051377,0.3873712330970905
0.4737394958259591,0.4231531825772887
0.2423844537162613,0.39336408971575293
0.5150210084288329,0.38267851016978266
0.5103991595845379,0.43602630281939575
0.5796743697174541,0.4603244079999595
