True,Predicted
0.2481617646928486,0.40227979639528133
0.5014180671480348,0.40992565335160924
1.0,0.41788993190901547
0.2106617646948182,0.4036565208768147
0.3428571428391357,0.3802510862170441
0.4113445378460428,0.4278397911712775
0.4624999999231881,0.3925607156134822
0.4454831932013927,0.3973744146458651
0.7200630251722658,0.47434512637256954
0.2758403361724874,0.4393759166556709
0.3205882353298011,0.40585711872283414
0.3635504200964522,0.37691897587628753
0.4177521007658743,0.38008127376143025
0.5027836134189715,0.38471855684037665
0.655619747864726,0.3894352768806726
0.5453256302234598,0.3935930398496346
0.3782037814402204,0.39941946177905385
0.2020483192645983,0.4122963292005459
0.3979516807038891,0.45308991839408497
0.4940651260769924,0.47434512637256954
0.4173844537595911,0.3856470069149615
0.0794117647017116,0.47434512637256954
0.2499474789259481,0.4100993294570328
0.4060399159450609,0.47434512637256954
0.3530987394772532,0.3744938661353452
0.507878151181309,0.44414469751900865
0.4942226891021941,0.47922943086209563
0.665126050332714,0.42992925730659537
0.1861869748326582,0.4085881787204364
0.2879201679995841,0.38361499952108535
