	Aorta1	Aorta2	Aorta3	Aorta4	Aorta5	Aorta6	Aorta7	Aorta8	Aorta9	Aorta10	IMA1	IMA2	IMA3	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9	IMA10	Radial1	Radial2	Radial3	Radial4	Radial5	Radial6	Radial7	Radial8	Radial9	Radial10	Vein1	Vein2	Vein3	Vein4	Vein5	Vein6	Vein7	Vein8	Vein9	Vein10
B2MG	0.22867513611615248	0.4083484573502722	0.44600725952813064	0.5335753176043557	0.3720508166969147	0.04355716878402904	0.20644283121597096	0.3756805807622504	0.23003629764065336	0.10798548094373864	0.23003629764065336	0.6551724137931034	0.1823956442831216	0.2749546279491833	0.10027223230490019	0.48548094373865697	0.16515426497277677	0.5612522686025407	0.28901996370235933	0.35163339382940106	0.12749546279491833	0.08212341197822141	0.0	0.572141560798548	0.4500907441016334	0.38520871143375685	0.07441016333938293	1.0	0.6388384754990926	0.5639745916515427	0.3103448275862069	0.5916515426497277	0.3448275862068965	0.31261343012704174	0.8901996370235934	0.5984573502722323	0.4423774954627949	0.18284936479128855	0.5666969147005445	0.7708711433756806
BCAM	0.16201746970977737	0.07523245984784445	0.24908424908424903	0.7410538179768948	0.007044237813468582	0.15384615384615383	0.293040293040293	0.3012116089039165	0.1439842209072978	0.015215553677092136	0.335869258946182	0.5967878275570583	0.03437588052972668	0.20174697097774016	0.2383770076077768	0.6170752324598477	0.0	0.021696252465483234	0.2938856015779092	0.7455621301775148	0.013524936601859676	0.15779092702169623	0.43392504930966463	0.22569737954353336	0.06537052690898844	0.09580163426317272	0.10622710622710621	1.0	0.034939419554804174	0.115243730628346	0.6052409129332206	0.577345731191885	0.08875739644970414	0.1653987038602423	0.41476472245703017	0.4308255846717385	0.03916596224288532	0.13834883065652293	0.16568047337278105	0.6962524654832347
BGH3	0.21816301912803726	0.02584869894881958	0.03584352920902981	0.357745993451663	0.04756160606582802	0.0978804066861968	0.018783387902808896	0.7761502671032225	0.05996898156126142	0.11614682061002929	0.1092538342236774	0.5061175254178873	0.0971911080475616	0.015164570049974154	0.07547820093055316	0.463897983801482	0.10563501637084267	0.0	0.06203687747716699	0.2559021195933138	0.07806307082543512	0.10546269171118387	0.02343615371359642	0.5564363260382562	0.021368257797690852	0.010856453558504222	0.03860072376357057	0.1943822160951232	0.02877821816301913	0.005686713768740307	0.03412028261244184	0.31690504911252804	0.06238152679648457	0.007582285024987075	0.08082026537997587	0.6038256074444254	0.05238669653627435	0.05462691711183871	0.0551438910908151	1.0
CAD13	0.4108313941188915	0.20181933573090755	0.06431140258091814	0.011846837317537552	0.1171990691770679	0.16141315845144913	0.033425005288766664	0.0052887666596149775	0.42690924476412107	0.12608419716522107	0.017347154643537126	0.0	0.24391791834144277	0.5235878993018828	0.13920033848106622	0.021366617304844515	0.35773217685635716	0.192088005077216	0.13285381848952824	0.0008462026655383953	0.38163740215781683	0.12841125449545168	0.10789083985614555	0.12333403850222129	0.7905648402792469	0.18002961709329385	0.14914321980114237	0.16120160778506454	0.4154855087793527	0.24412946900782737	0.015443198646075735	0.0071927226570763685	1.0	0.1702982864396023	0.037021366617304846	0.017558705309921728	0.5500317325999577	0.4601226993865031	0.019251110640998523	0.0021155066638459913
CAN1	0.21521862578080636	0.4310051107325384	0.36342986939239064	0.4525837592277115	0.1913685406019307	0.4770017035775128	0.37194775695627486	0.4906303236797275	0.17149346961953435	0.6695059625212948	0.3509369676320273	0.3282226007950029	0.1431005110732538	1.0	0.32481544576944915	0.2737081203861442	0.14537194775695628	0.0	0.49517319704713225	0.4457694491766042	0.18057921635434412	0.7120954003407156	0.7035775127768314	0.42589437819420783	0.1357183418512209	0.28392958546280517	0.9471890971039183	0.580352072685974	0.1635434412265758	0.35604770017035775	0.2526973310618966	0.3486655309483248	0.3123225440090857	0.5485519591141397	0.9534355479841	0.673480976717774	0.15161839863713797	0.5229982964224872	0.3128904031800114	0.5371947756956275
CATB	1.0	0.0075075075075075074	0.015615615615615613	0.24024024024024024	0.05675675675675676	0.14504504504504503	0.13813813813813813	0.7312312312312312	0.48348348348348347	0.25885885885885884	0.11771771771771773	0.7945945945945947	0.3075075075075075	0.1810863964349282	0.13084884765297325	0.17297297297297295	0.512912912912913	0.0	0.03903903903903904	0.29309309309309306	0.34744744744744743	0.23003003003003	0.19249249249249248	0.05945945945945946	0.12042042042042041	0.1966966966966967	0.2138138138138138	0.33573573573573573	0.21021021021021022	0.15128520478898824	0.03153153153153153	0.3138138138138138	0.303003003003003	0.22552552552552552	0.10570570570570571	0.5597597597597598	0.6897897897897899	0.13843843843843842	0.15375375375375377	0.41411411411411414
CATD	0.9760705289672544	0.06423173803526448	0.01914357682619647	0.05919395465994962	0.4317380352644836	0.13954659949622167	0.09496221662468514	0.072544080604534	0.898992443324937	0.11486146095717885	0.06977329974811083	0.028211586901763223	1.0	0.026700251889168768	0.051133501259445845	0.063727959697733	0.964735516372796	0.060453400503778336	0.05163727959697733	0.09773299748110831	0.7211586901763224	0.15768261964735514	0.02115869017632242	0.11385390428211588	0.5440806045340051	0.03400503778337532	0.2473551637279597	0.12770780856423175	0.2649874055415617	0.020151133501259445	0.009571788413098239	0.07380352644836272	0.7120906801007556	0.03123425692695214	0.04987405541561713	0.10327455919395466	0.6375314861460958	0.12065491183879093	0.0	0.04458438287153652
CATG	0.21503720810880164	0.1945085963561714	0.48036951501154734	0.18270464459840904	0.0	0.14934565050038492	0.2155504234026174	0.11188093405183475	0.3494996150885296	0.1301000769822941	0.16551193225558122	0.03669489350782654	0.09982037464716448	1.0	0.1760328457788042	0.09417500641519118	0.04875545291249679	0.38362843212727743	0.1726969463690018	0.09699769053117782	0.13651526815499104	0.08647677700795485	0.21324095458044648	0.06440851937387734	0.11034128817038748	0.6166281755196306	0.15139851167564794	0.14934565050038492	0.31921991275340006	0.2776494739543239	0.05953297408262767	0.0836540928919682	0.41878367975365666	0.5717218373107519	0.34385424685655636	0.39132666153451373	0.10084680523479599	0.26533230690274573	0.47729022324865283	0.045932768796510134
CCL18	0.7502795973797732	0.06278958300047931	0.029237897427704107	0.02156894072535549	0.3286467486818981	0.023805719763540505	0.03546892474836236	0.039622942962134526	0.37226393992650586	0.06454705224476753	0.03147467646588912	0.046333280076689576	0.07637002716088832	0.12749640517654579	0.037386163923949514	0.03681654726384168	0.26393992650583165	0.06262981306918038	0.019332161687170477	0.0401015568940987	1.0	0.10912286307716888	0.13260904297811152	0.0	0.12302284710017575	0.0859562230388241	0.14155615913085157	0.046013740214091714	0.2166480268413485	0.16344463971880493	0.04441604090110241	0.04904936890877137	0.6112797571497045	0.04777120945837994	0.04233903179421633	0.10448953506949991	0.6606486659210736	0.09809873781754273	0.04329765138200991	0.03723897539710947
CD44	0.4933274021352313	0.26690391459074736	0.08852313167259787	0.14679715302491103	0.07228647686832741	0.04225978647686832	0.0	0.06961743772241993	0.44973309608540923	0.03736654804270463	0.03727126049094437	0.03002669039145908	0.5251334519572954	0.26445729537366547	0.04581850533807829	0.026912811387900352	0.30649466192170816	0.01445729537366548	0.051601423487544484	0.05427046263345196	0.3078291814946619	0.22464412811387902	0.05538256227758008	0.1189946619217082	1.0	0.16347864768683276	0.1630338078291815	0.13211743772241996	0.3102758007117438	0.07362099644128113	0.07161921708185054	0.126779359430605	0.777135231316726	0.038287355797322085	0.04648576512455517	0.1423487544483986	0.12500000000000003	0.5295818505338079	0.02290925266903915	0.099644128113879
CERU	0.12621126929058502	0.023806675439645895	0.024404833114008855	0.07453044622562507	0.060533556645531755	0.029070462974039958	0.05897834669218806	0.18614666826175383	0.1477449455676516	0.03612872353152291	0.03983730111257327	0.11520516808230649	0.12501495394185907	0.0409139849264266	0.08039239143438211	0.05311640148343103	0.299676994855844	0.02393229988184108	0.011364995812896279	0.0378035650197392	0.7693504007656418	0.014953941859074052	0.018782150974997008	0.14415599952147384	0.07165928938868285	0.0	0.027275989950951072	0.03182198827610958	0.027395621485823668	0.0019141045579614793	0.025122622323244408	0.06950592176097618	0.18734298361047977	0.0568249790644814	0.0913984926426606	0.09163775571240579	1.0	0.01232204809187702	0.13542289747577463	0.07811939227180284
CFAB	1.0	0.027786752827140555	0.0	0.04588045234248788	0.2521809369951535	0.015185783521809371	0.0033925686591276248	0.18723747980613895	0.15347334410339256	0.0008077544426494346	0.02423263327948304	0.16381260096930533	0.5835218093699516	0.034068135806007725	0.021001615508885303	0.09063004846526657	0.7321486268174475	0.01001615508885299	0.028756058158319865	0.027140549273020998	0.6145395799676898	0.06332794830371566	0.009046849757673666	0.04588045234248788	0.1531502423263328	0.016465180715285715	0.051696284329563816	0.04588045234248788	0.0284329563812601	0.03408723747980614	0.04830371567043618	0.0011308562197092102	0.2525040387722133	0.0431340872374798	0.011954765751211632	0.1137318255250404	0.9365105008077543	0.06623586429725363	0.022757659935878163	0.12084006462035543
CFAD	0.5006194081211287	0.009497591190640054	0.01029468036503425	0.018306951135581555	0.11286992429456297	0.07694425326909841	0.0718513420509291	0.012525808671713698	0.6180316586373021	0.006469373709566415	0.013351686166551961	0.004679972470750172	0.2399174122505162	0.003028217481073641	0.008534067446662078	0.02463867859600826	0.5777013076393668	0.12195457673778388	0.013902271163110807	0.007019958706125259	0.27350309704060566	0.013214039917412252	0.019683413626978667	0.019132828630419825	0.40646937370956643	0.0012388162422573977	0.11658637302133518	0.06097728836889194	0.29649002064693736	0.021309464606942222	0.031658637302133516	0.028905712319339298	1.0	0.01307639366827254	0.0	0.019408121128699246	0.48547832071576047	0.024363386097728836	0.009910529938059189	0.024363386097728836
CFAH	0.9162522899764459	0.08688824914943732	0.08819680711855535	0.05809997382884061	0.3509552473174562	0.004710808688824917	0.09002878827532061	0.05809997382884061	0.30908139230567916	0.06228735933001832	0.1855535200209369	0.08767338393090814	0.6746924888772573	0.20675215912064904	0.07641978539649306	0.06961528395707929	0.6893483381313793	0.10102067521591204	0.15964407223239988	0.06254907092384193	0.8076419785396494	0.041350431824129806	0.07223239989531535	0.0	0.8542266422402512	0.06097880136090029	0.023030620256477362	0.09316932740120386	0.23868097356712903	0.09473959696414551	0.11541481287621039	0.025386024600889817	0.5315362470557446	0.0285265637267731	0.09343103899502748	0.08610311436796651	1.0	0.6011515310128239	0.09500130855796911	0.09630986652708713
CLUS	0.4124293785310735	0.05649717514124294	0.013391922996442773	0.017576898932831136	0.4911069261351747	0.0548231847666876	0.05628792634442352	0.012136430215526264	0.9893283113622098	0.12157355095208201	0.07302783008997699	0.008788449466415568	0.7970286670851643	0.06361163423310316	0.06340238543628374	0.013182674199623354	0.3498639882820674	0.008160703075957315	0.026783845992885545	0.009206947060054406	1.0	0.11843481899979075	0.026574597196066124	0.0	0.42226407198158616	0.0052312199204854574	0.10378740322243148	0.015693659761456372	0.5457208621050429	0.043105252144800175	0.04143126177024482	0.015693659761456372	0.7777777777777778	0.03264281230382926	0.03159656831973216	0.029922577945176818	0.5074283322870894	0.2789286461602846	0.05001046243984097	0.015693659761456372
CMA1	0.17698863636363635	0.0	0.2014204545454545	0.11107954545454544	0.047443181818181815	0.24971590909090907	0.3897727272727273	0.22926136363636365	0.19460227272727273	0.27301136363636364	0.406534090909091	0.11505681818181818	0.4085227272727273	0.3119318181818182	0.003977272727272727	0.25255681818181813	0.14943181818181817	0.19204545454545452	0.2818181818181818	0.4684659090909091	0.19573863636363634	0.041193181818181816	0.3301136363636364	0.12585227272727273	0.12585227272727273	0.21505681818181818	0.17301136363636363	0.6585227272727273	0.3647727272727273	0.14232954545454543	0.22982954545454543	0.08806818181818182	0.3849431818181818	0.41051136363636365	0.25	1.0	0.7431818181818183	0.05113636363636364	0.9051136363636364	0.21420454545454543
