	Aorta1	Aorta2	Aorta3	Aorta4	Aorta5	Aorta6	Aorta7	Aorta8	Aorta9	Aorta10	IMA1	IMA2	IMA3	IMA4	IMA5	IMA6	IMA7	IMA8	IMA9	IMA10	Radial1	Radial2	Radial3	Radial4	Radial5	Radial6	Radial7	Radial8	Radial9	Radial10	Vein1	Vein2	Vein3	Vein4	Vein5	Vein6	Vein7	Vein8	Vein9	Vein10
CNN2	0.9866576209859791	0.11329715061058344	0.021483491632745363	0.1284486657620986	0.4590682948891904	0.46042514699231113	0.12686567164179102	0.10651289009497963	0.6836273179556761	0.1447308909995477	0.29104477611940294	0.11352329262777024	1.0	0.03120759837177747	0.02758932609678878	0.10085933966530981	0.6445047489823609	0.00271370420624152	0.08322026232473993	0.11578471279963817	0.40479421076435995	0.30845771144278605	0.17345092718227043	0.08322026232473993	0.2727272727272727	0.0	0.3952962460425146	0.18340117593848934	0.14518317503392125	0.02487562189054726	0.09543193125282677	0.1313885119855269	0.19923111714156486	0.2555404794210764	0.032564450474898234	0.07869742198100407	0.1379466304839439	0.3419267299864314	0.19616629004597533	0.0606060606060606
CO1A1	0.0932689405372774	0.373679444612134	1.0	0.27437367944461216	0.05584062782976154	0.14186537881074554	0.1741623905825536	0.24871717476607305	0.0479927558104437	0.17718080289767582	0.24720796860851194	0.4500452761847268	0.02535466344702686	0.48053124056746144	0.27920313914880773	0.2749773619076366	0.023543616057953517	0.7832779957742227	0.18140658013884697	0.5934198611530335	0.0	0.03622094778146695	0.04618170842137036	0.5475399939631753	0.05885904014488379	0.9601569574403862	0.06248113492303048	0.24600060368246301	0.1388469664956233	0.34470268638696044	0.28071234530636885	0.4044672502263809	0.10836100211288864	0.35888922426803505	0.326592212496227	0.17748264412918804	0.045578025958345904	0.20313914880772713	0.6540899486869906	0.32689405372773916
CO1A2	0.07553434322473543	0.23220585183648063	0.5729404440755343	0.15563394895206475	0.04586013695787508	0.1076986926748288	0.12803486200456526	0.1612367711143391	0.029881718198796432	0.14961610292591826	0.22515044615065366	0.2776509649304835	0.018468561942311685	0.34280971155841466	0.1975513592031542	0.16476447395725255	0.0228263125129695	1.0	0.11994189665905791	0.31292799335961824	0.0	0.02116621705748081	0.04399252957045031	0.28491388254824657	0.02842913467524383	0.6310437850176385	0.045445113094002905	0.1305250051877983	0.10147333471674622	0.19692882340734594	0.2008715501141316	0.2400913052500519	0.06163104378501763	0.24735422286781492	0.19589126374766552	0.11682921768001661	0.02780659887943557	0.14588088815106873	0.3980078854534136	0.16932973645984647
CO2A1	0.05513626834381551	0.21719077568134174	0.6383647798742138	0.12243186582809225	0.05136268343815513	0.11299790356394131	0.12117400419287211	0.0888888888888889	0.026834381551362686	0.14675052410901468	0.1639412997903564	0.16981132075471697	0.0	0.4937106918238994	0.2628930817610063	0.11027253668763104	0.0014675052410901453	1.0	0.13123689727463314	0.3823899371069182	0.0027253668763102703	0.02746331236897274	0.061006289308176094	0.23165618448637318	0.022222222222222216	0.7429769392033543	0.048846960167714885	0.11257861635220126	0.08134171907756813	0.2148846960167715	0.17211740041928722	0.18071278825995807	0.044444444444444446	0.24171907756813416	0.14444444444444446	0.12494758909853251	0.020545073375262055	0.1318658280922432	0.2947589098532495	0.15597484276729562
CO3	0.24196460816179127	0.02907186710003612	0.01607078367641748	0.12062116287468401	0.11014806789454677	0.2381726254965692	0.05254604550379199	0.22932466594438428	0.18111231491513183	0.022751895991332614	0.03828096785843266	0.16793066088840738	0.2035030697002528	0.12188515709642471	0.010292524377031419	0.15113759479956665	0.4127843986998917	0.06193571686529433	0.005236547490068614	0.07728421812928855	0.9633441675695198	0.04189237992054894	0.017876489707475622	0.00902853015529072	0.1204405922715782	0.05074033947273385	0.1820151679306609	0.02564102564102564	0.2181292885518238	0.08396533044420369	0.0	0.032863849765258225	0.33893102202961356	0.02546045503791983	0.00776453593355002	0.22083784759841102	1.0	0.06392199349945829	0.03232213795594077	0.17587576742506322
CO3A1	0.17425569176882663	0.37828371278458844	0.8266199649737302	0.4207530647985989	0.1300350262697023	0.1978984238178634	0.2263572679509632	0.361646234676007	0.12259194395796848	0.47548161120840626	0.40761821366024514	0.440893169877408	0.06567425569176882	0.4715411558669001	0.3975481611208407	0.5691768826619965	0.04028021015761823	0.6252189141856391	0.15761821366024517	0.6169001751313485	0.0	0.02626970227670753	0.04290718038528897	0.49124343257443076	0.1681260945709282	0.8309982486865148	0.08887915936952716	0.4295096322241681	0.2797723292469352	0.26050788091068305	0.5293345008756567	0.5122591943957968	0.27933450087565675	0.4387040280210157	0.5809982486865148	0.339754816112084	0.08187390542907182	0.3191768826619965	1.0	0.4855516637478109
CO4A1	0.07743216412971543	0.25976174718729317	0.5367306419589677	0.02316346790205162	0.4374586366644607	0.20383851753805426	0.31369953673064194	0.04367968232958306	0.22634017207147583	0.34017207147584383	0.5168762409000662	0.0641958967571145	0.542356055592323	0.8630046326935805	0.35903375248180014	0.017207147584381202	0.08901389808074124	0.25976174718729317	0.09596293845135673	0.02945069490403707	0.34612839179351423	0.16810059563203175	0.36465916611515553	0.04037061548643282	0.1872931833223031	0.4956982131039048	0.6518861681005956	0.08967571144937127	0.21939113170086036	0.6303772336201191	0.3798808735936466	0.037061548643282594	0.2200529450694904	0.49503639973527475	0.5688285903375249	0.06353408338848444	0.15784248841826606	0.20648577101257443	1.0	0.0
CO4A2	0.10952040085898355	0.3303507516105942	0.609162491052255	0.027559055118110243	0.351109520400859	0.19792412312097354	0.2823908375089478	0.059413027916964935	0.19720830350751611	0.34931997136721554	0.5608446671438798	0.08732999284180387	0.4670722977809592	1.0	0.41875447387258413	0.01932712956335004	0.09627773801002147	0.2523264137437366	0.10093056549749463	0.01896921975662133	0.3335719398711525	0.20186113099498929	0.3664996420901933	0.03758052970651397	0.17895490336435219	0.6632068718682893	0.7430207587687903	0.09985683607730853	0.19935576234788832	0.7551896921975663	0.39549033643521836	0.049391553328561204	0.21581961345740877	0.531496062992126	0.4341445955619185	0.07945597709377236	0.12133142448103079	0.28596993557623485	0.8543307086614175	0.0
CO5A1	0.3933975240715268	0.6286107290233838	1.0	0.3979825767996331	0.150389729481889	0.04722604309949563	0.013755158184319119	0.275561668959193	0.04355800091701054	0.3003209536909674	0.36726272352132044	0.5066483264557541	0.08940852819807427	0.3558000917010545	0.49656121045392015	0.5061898211829435	0.09170105456212746	0.25401192113709303	0.0848234754699679	0.49472718936267757	0.019257221458046744	0.0	0.022925263640531865	0.23429619440623561	0.10912425492893166	0.8505272810637321	0.016506189821182914	0.155433287482806	0.3727647867950481	0.3429619440623567	0.36909674461256303	0.5694635488308115	0.24163227877120586	0.31315910132966523	0.26776707932141214	0.14718019257221454	0.18890417239798257	0.5304906006419073	0.4190738193489224	0.21549747822099952
CO5A2	0.29134125636672326	0.4814940577249575	1.0	0.21833616298811545	0.09745331069609509	0.1361629881154499	0.15415959252971137	0.25670628183361627	0.054668930390492365	0.38777589134125634	0.5792869269949066	0.35721561969439725	0.049235993208828516	0.562988115449915	0.2801358234295416	0.32665534804753815	0.07504244482173175	0.4685908319185059	0.1538200339558574	0.3507640067911715	0.0	0.04380305602716469	0.05195246179966044	0.3018675721561969	0.06281833616298811	0.9918505942275043	0.0933786078098472	0.2302207130730051	0.2536502546689304	0.4071307300509338	0.3256366723259762	0.3521222410865874	0.13887945670628182	0.4295415959252971	0.4091680814940577	0.14804753820033956	0.04550084889643464	0.4461799660441426	0.7415959252971138	0.21154499151103567
CO5A3	0.001453186630682998	0.5845962217147602	0.7363504255760848	0.19036744861947266	0.07396287943086112	0.018891426198878968	0.08283163794893086	0.23998339215279216	0.019514220469171683	0.08200124558854058	0.26676354577537886	0.2188083869628399	0.0006227942702927137	0.3348557193273821	0.20448411874610753	0.1413742993564459	0.0	0.4515258459622171	0.041104421839319075	0.30662237907411244	0.0013416261906622718	0.0031139713514635662	0.05439069960556363	0.04401079510068508	0.007681129333610129	0.8827070790948723	0.21948844702849785	0.10255345650820011	0.13722233755449448	0.19784097986298524	0.28171060826240396	0.32987336516504046	0.11646252854473738	0.18164832883537468	0.5221091965953912	0.11231056674278596	0.0024911770811708533	0.10338384886859041	1.0	0.11812331326551795
CO6	0.5146233382570162	0.29143279172821274	0.08522895125553914	0.03988183161004431	0.1976366322008863	0.03485967503692763	0.04446085672082718	0.030576070901033977	0.07592319054652881	0.27031019202363366	0.0741506646971935	0.03929098966026588	0.08759231905465288	0.3915805022156573	0.06646971935007386	0.04844903988183161	0.10118168389955687	0.055982274741506646	0.0552437223042836	0.015361890694239289	0.23840472673559823	0.05997045790251108	0.10960118168389957	0.04667651403249631	0.0025110782865583447	0.05997045790251108	0.038109305760709006	0.005022156573116689	0.06617429837518464	0.16174298375184637	0.10221565731166914	0.0	0.06115214180206795	0.011669128508124075	0.011669128508124075	0.005760709010339732	0.18124076809453468	1.0	0.01314623338257016	0.061299852289512555
CO6A1	0.07074780058651027	0.031524926686217015	0.02785923753665689	0.3511730205278592	0.03079178885630498	0.09512463343108504	0.012280058651026394	1.0	0.06433284457478006	0.188049853372434	0.05590175953079179	0.7664956011730206	0.062683284457478	0.024376832844574776	0.06304985337243402	0.28958944281524923	0.022360703812316716	0.0	0.02107771260997067	0.17430351906158356	0.07093108504398828	0.10465542521994135	0.018328445747800584	0.56158357771261	0.009530791788856307	0.008797653958944279	0.14626099706744866	0.16898826979472137	0.03812316715542523	0.004398826979472141	0.00971407624633431	0.19666422287390029	0.06359970674486803	0.00843108504398827	0.07386363636363637	0.9287023460410557	0.04747067448680351	0.03445747800586509	0.05131964809384164	0.5984237536656891
CO6A2	0.08317120622568093	0.001459143968871595	0.008754863813229572	0.30204280155642016	0.041504539559014265	0.08690012970168612	0.016050583657587547	0.998378728923476	0.07846952010376133	0.22892347600518803	0.06371595330739299	0.8511673151750971	0.06809338521400778	0.004377431906614785	0.04020752269779507	0.30609597924773013	0.027885862516212712	0.0001621271076523996	0.009403372243839168	0.15110246433203628	0.07603761348897535	0.11365110246433202	0.00907911802853437	0.5273994811932555	0.010862516212710763	0.0	0.16455901426718544	0.10376134889753566	0.017185473411154343	0.0016212710765239947	0.008916990920881971	0.18612191958495458	0.017671854734111543	0.008106355382619973	0.026588845654993514	1.0	0.027561608300907908	0.010862516212710763	0.017671854734111543	0.601491569390402
CO6A3	0.06726260257913247	0.021981242672919107	0.02842907385697538	0.20720984759671748	0.0339976553341149	0.07810668229777258	0.002784290738569753	1.0	0.06154747948417351	0.17511723329425558	0.04205744431418523	0.593200468933177	0.054953106682297775	0.02022274325908558	0.03531652989449004	0.2737397420867526	0.02022274325908558	0.0	0.01597303634232122	0.13042203985932005	0.0675556858147714	0.08411488862837045	0.008645955451348183	0.5849941383352874	0.01597303634232122	0.009671746776084407	0.13555099648300117	0.0660902696365768	0.02784290738569754	0.009232121922626025	0.009232121922626025	0.14756740914419694	0.04953106682297773	0.008645955451348183	0.03780773739742087	0.8045134818288394	0.026963657678780773	0.038247362250879255	0.020955451348182882	0.5589097303634233
CO8A1	0.23702330508474576	0.04290254237288135	0.13559322033898305	0.005031779661016955	0.5791843220338984	0.07229872881355932	0.14724576271186438	0.029396186440677968	0.24152542372881355	0.3654661016949152	0.32627118644067793	0.0010593220338983107	1.0	0.2984639830508474	0.20206567796610167	0.019597457627118647	0.4128707627118644	0.02833686440677966	0.03098516949152542	0.03919491525423729	0.5542902542372882	0.07600635593220338	0.18644067796610167	0.04899364406779662	0.1673728813559322	0.11493644067796611	0.14804025423728812	0.03998940677966101	0.4486228813559322	0.2264300847457627	0.20762711864406777	0.1726694915254237	0.38585805084745767	0.24523305084745758	0.3522245762711864	0.11016949152542371	0.4388241525423729	0.2629766949152542	0.3697033898305085	0.0
CO8A2	0.2685381355932203	0.04581567796610169	0.07865466101694915	0.027807203389830507	1.0	0.06620762711864407	0.05217161016949152	0.06144067796610169	0.28389830508474573	0.31249999999999994	0.1570444915254237	0.02065677966101695	0.8604343220338984	0.3209745762711864	0.10301906779661017	0.040519067796610166	0.505561440677966	0.27356991525423724	0.0	0.05746822033898304	0.53125	0.016684322033898306	0.05561440677966102	0.08368644067796609	0.12023305084745764	0.1083156779661017	0.058262711864406784	0.10646186440677967	0.6122881355932204	0.444385593220339	0.07176906779661016	0.22007415254237286	0.4594809322033898	0.23914194915254236	0.23569915254237286	0.20789194915254236	0.5373411016949152	0.19835805084745758	0.5005296610169491	0.010328389830508475
CO9	0.7612584824182602	0.2495373226403454	0.017273288093769275	0.01557680444170265	0.7612584824182602	0.024059222702035775	0.023133867982726708	0.0010795805058605797	0.358574953732264	0.15438001233806292	0.010024676125848241	0.000771128932757557	0.3667489204194941	0.14404688463911164	0.051511412708204814	0.0030845157310302276	0.20203578038247993	0.01542257865515114	0.012800740283775444	0.0003084515731030227	0.2683528685996298	0.13217149907464526	0.02791486736582356	0.009716224552745217	0.17843923504009868	0.028377544725478095	0.0771128932757557	0.0066317088217149895	0.3513263417643429	0.07217766810610733	0.023133867982726708	0.008328192473781616	0.2388957433682911	0.018352868599629854	0.019740900678593458	0.01095003084515731	0.4168723010487353	1.0	0.02776064157927205	0.0
COCA1	0.16391734676159053	0.05712797360652892	0.010765757944087514	0.09411356138218442	0.18353880882097587	0.18840076402153152	0.044625803090814375	0.09168258378190658	0.2413613474561556	0.14637957978815766	0.0939399201250217	0.04792498697690571	0.23528390345546102	0.16426462927591595	0.04948775829137004	0.09897551658274006	0.09654453898246222	1.0	0.0	0.056259767320715415	0.2621982983156798	0.10435839555478381	0.0465358569196041	0.20993227990970653	0.04532036811946518	0.0069456502865080745	0.3316548011807606	0.11616600104184753	0.10036464664004167	0.027435318631706895	0.05313422469178677	0.2648029171731203	0.23458933842681026	0.048098628234068415	0.2149678763674249	0.1955200555652023	0.2884181281472478	0.20958499739538117	0.1031429067546449	0.10105921166869249
COEA1	0.6802627030763913	0.06809540269616315	0.019702730729346696	0.6280677497407535	1.0	0.23850674040788108	0.019011406844106463	0.32665053577601105	0.21050812305565156	0.4472865537504321	0.07224334600760456	0.5330107155202212	0.6553750432077428	0.17870722433460076	0.035948842032492226	0.2111994469408918	0.4593847217421362	0.04182509505703422	0.034911856204631865	0.2357414448669201	0.43276875216038707	0.888005530591082	0.0	0.8952644313861043	0.11095748358105773	0.0553059108192188	0.36052540615278256	0.2032492222606291	0.17939854821984097	0.058071206360179733	0.014172139647424817	0.3425509851365364	0.14033874870376772	0.048047010024196334	0.05081230556515728	0.6356723124783962	0.8814379536812995	0.17490494296577946	0.06567576909782233	0.8240580712063602
COFA1	0.5831679237792775	0.27947598253275113	0.10996427153632395	0.34537514886859866	0.011115522032552602	0.31599841206828105	0.25684795553791184	0.49225883287018657	0.2171496625645097	0.6701071853910281	0.5621278285033743	0.40214370782056374	0.028582770940849555	0.3227471218737595	0.29138547042477175	0.3104406510520047	0.11075823739579198	0.0	0.1718936085748313	0.38586740770146877	0.002381897578404134	0.5351329892814608	0.1873759428344581	0.21000396982929734	0.11353711790393013	0.11194918618499405	1.0	0.31917427550615324	0.06192933703850735	0.20563715760222312	0.16236601826121475	0.24374751885668916	0.28900357284636763	0.40690750297737194	0.19213973799126638	0.5248114331083763	0.3227471218737595	0.37753076617705433	0.3922191345772132	0.39857086145295756
COGA1	0.35098287888395685	0.2980342422320862	0.12428662016487001	0.019974635383639822	0.7010145846544071	0.008243500317057697	0.0	0.05960684844641724	0.05865567533291059	0.5741915028535194	0.24476854787571337	0.021242866201648697	1.0	0.540583386176284	0.09606848446417247	0.025047558655675338	0.6325301204819277	0.26442612555485095	0.03138871274571972	0.019974635383639822	0.21591629676601137	0.10462904248573239	0.042802790107799624	0.029486366518706404	0.24540266328471777	0.09194673430564362	0.15028535193405196	0.2951807228915662	0.5155358275206088	0.11192136968928343	0.12206721623335445	0.2504755865567533	0.14838300570703866	0.21750158528852248	0.09860494610019022	0.08116677235256815	0.37729866835764103	0.34781230183893463	0.24698795180722885	0.025681674064679763
COIA1	0.24818959842001312	0.17643186306780775	0.02666227781435153	0.035878867676102696	0.4193548387096774	0.4430546412113233	0.23963133640552994	0.027978933508887426	0.14614878209348253	0.6932192231731402	0.48057932850559576	0.05694535878867675	0.17346938775510204	0.651415404871626	0.22745227123107306	0.02172481895984198	0.10368663594470046	0.031599736668861074	0.042132982225148115	0.00987491770901909	0.19684002633311387	1.0	0.18663594470046083	0.0	0.13100724160631994	0.16359447004608296	0.9822251481237657	0.028308097432521377	0.05464121132323895	0.36372613561553646	0.06978275181040157	0.09710335747202106	0.06978275181040157	0.29229756418696506	0.2755102040816326	0.15273206056616193	0.08591178406846607	0.25411454904542463	0.20309414088215932	0.06319947333772218
COMP	0.04563004563004563	0.001053001053001053	0.037756777568654615	0.6595296595296595	0.0358020358020358	0.058617058617058605	0.03141453141453141	1.0	0.011056511056511053	0.30501930501930496	0.028431028431028432	0.5236925236925237	0.001053001053001053	0.08073008073008071	0.06581256581256581	0.7483327483327483	0.09512109512109511	0.09073359073359073	0.036504036504036504	0.0981045981045981	0.009126009126009124	0.017901017901017897	0.0	0.35942435942435935	0.08792558792558791	0.04018954018954019	0.09968409968409968	0.5542295542295542	0.012460512460512458	0.04282204282204282	0.027904527904527902	0.5572130572130571	0.011758511758511756	0.08424008424008422	0.01667251667251667	0.22972972972972971	0.07107757107757107	0.002106002106002105	0.03931203931203931	0.6412776412776413
CRAC1	0.2311262376237623	0.21101485148514845	0.0594059405940594	0.12252475247524751	0.4672029702970296	0.1568688118811881	0.1005569306930693	0.3415841584158415	0.2264851485148514	0.4300742574257425	0.1271658415841584	0.2481435643564356	0.2404084158415841	0.16460396039603956	0.2490717821782178	0.28124999999999994	0.7667079207920791	0.03001237623762376	0.1469678217821782	0.14077970297029702	0.9439975247524752	0.029393564356435635	0.008044554455445543	0.023824257425742575	0.18285891089108908	0.030321782178217814	0.10272277227722772	0.0	0.30352722772277224	0.19152227722772275	0.11633663366336633	0.011757425742574252	0.6974009900990098	0.13273514851485146	1.0	0.21256188118811875	0.7243193069306929	0.10241336633663366	0.8227103960396039	0.21565594059405935
CSPG2	0.3655793025871766	0.3543307086614173	0.06164229471316085	0.029246344206974133	1.0	0.07604049493813272	0.07424071991001124	0.017772778402699665	0.530933633295838	0.28728908886389204	0.06726659167604049	0.010798650168728911	0.5748031496062993	0.13790776152980877	0.01327334083239595	0.024521934758155232	0.2301462317210349	0.0	0.0623172103487064	0.009223847019122608	0.16962879640044995	0.31833520809898763	0.007424071991001127	0.01372328458942632	0.9347581552305961	0.11136107986501688	0.30123734533183355	0.012823397075365582	0.6119235095613048	0.10011248593925759	0.04251968503937008	0.04026996625421822	0.11698537682789652	0.08706411698537682	0.03352080989876265	0.024296962879640043	0.24634420697412823	0.861867266591676	0.055568053993250835	0.028121484814398204
CTGF	0.36811406351263776	0.19874702959602508	0.04817455173903651	0.0304601425793908	0.44696478721106075	0.14884424281702313	0.12875351047742495	0.019658673579606826	0.4599265500108015	0.16958306329660836	0.0944048390581119	0.034780730179304394	0.6184921149276301	0.11125513069777489	0.10671851371786563	0.04990278677900195	0.48930654569021387	0.0304601425793908	0.19183408943616334	0.05011881615899762	0.2730611363145388	0.0965651328580687	0.06329660833873406	0.03564484769928711	1.0	0.09289263339814215	0.17973644415640527	0.06956146035860876	0.6072585871678547	0.08511557571829768	0.08209116439835817	0.041261611579174774	0.20609202851587818	0.11233527759775329	0.04342190537913157	0.0	0.24692158133506162	0.3640095052927198	0.01101749837977965	0.015338085979693238
CYTC	0.49501151189562553	0.07674597083653109	0.16845740598618575	0.043361473522640054	0.28089025326170375	0.11204911742133537	0.34804297774366844	0.13123561013046814	0.8181120491174215	0.0740598618572525	0.062164236377590165	0.1128165771297007	0.7628549501151191	0.15003837298541828	0.04988488104374521	0.022640061396776667	0.8484267075978512	0.33806600153491945	0.1895625479662318	0.060629316960859554	0.7524942440521873	0.10706062931696086	0.13852647735993862	0.027244819646968545	0.9071373752877975	0.23292402148887184	0.3039140445126631	0.08902532617037605	0.5226400613967768	0.0	0.30928626247122026	0.06408288564850345	0.6991557943207983	0.1335379892555641	0.06753645433614737	0.09785111281657714	1.0	0.1972371450498849	0.1101304681504221	0.05525709900230238
DAG1	0.04184210526315789	0.2942105263157894	0.23868421052631575	0.15526315789473685	0.0007894736842105281	0.16499999999999998	0.255	0.20684210526315788	0.06289473684210525	0.11684210526315789	0.11236842105263156	0.19236842105263158	0.0015789473684210563	0.12026315789473684	0.22578947368421057	0.2186842105263158	0.02289473684210527	0.30842105263157893	0.30052631578947364	0.085	0.0073684210526315805	0.03894736842105264	0.12763157894736843	0.20342105263157897	0.0813157894736842	0.23763157894736844	0.0	0.1763157894736842	0.12736842105263158	0.04868421052631579	0.38052631578947366	0.17789473684210524	0.1892105263157895	0.2176315789473684	0.40736842105263155	0.59	0.05842105263157896	0.04842105263157894	1.0	0.3463157894736842
DEF1	0.6264885274469939	0.4057507987220448	0.24949172233517278	0.02381643915190241	0.3761254719721173	0.22364217252396165	0.01597444089456869	0.22712750508277665	1.0	0.2387452802788266	0.2175428405460354	0.06041243101945978	0.36915480685448737	0.23729305837932035	0.04821376706360731	0.18268951495788555	0.5036305547487656	0.039500435666569855	0.0528608771420273	0.05024687772291606	0.6119663084519315	0.09468486784780712	0.0	0.25791460935230903	0.17252396166134182	0.10891664246296834	0.1597444089456869	0.15422596572756314	0.1681672959628231	0.24862038919546905	0.09236131280859715	0.04182399070577985	0.6770258495498113	0.08103398199244845	0.23032239326169038	0.14493174557072316	0.6514667441185014	0.24194016845774033	0.15103107754864942	0.06651176299738601
DERM	0.1577973160573808	0.39102267468764457	0.4928273947246644	0.3294770939379916	0.2512725590004627	0.14761684405367884	0.28042572882924566	0.4025913928736696	0.22350763535400273	0.2845904673762147	0.32392410920869963	0.40814437760296157	0.17214252660805182	0.6214715409532624	0.42526608051827847	0.3294770939379916	0.17769551133734376	0.3095788986580286	0.18324849606663576	0.24433132808884772	0.29662193428968064	0.0	0.21795465062471073	0.08514576584914392	0.5358630263766774	0.39611291068949556	0.05691809347524294	0.28829245719574265	0.6233225358630264	0.2776492364645997	0.42202683942619157	0.37852845904673754	0.3803794539565016	0.3234613604812586	0.5650161962054604	0.33734382230448856	0.4909763998149005	0.42896807033780654	1.0	0.21471540953262372
EDIL3	0.21182983682983683	0.005682441833787596	0.0032051282051282055	0.07328088578088579	0.33945221445221446	0.02913752913752914	0.0557983682983683	0.099504662004662	0.7568473193473194	0.06381118881118882	0.05186480186480187	0.0729895104895105	0.6754079254079255	0.006264568764568766	0.08114801864801865	0.04982517482517483	0.21066433566433565	0.023191970295249262	0.0007284382284382285	0.03889860139860141	1.0	0.05842074592074593	0.023601398601398607	0.03583916083916084	0.04822261072261073	0.00014568764568764582	0.01791958041958042	0.08610139860139861	0.15136946386946387	0.0	0.013694638694638696	0.1099941724941725	0.45658508158508165	0.010198135198135198	0.0957167832167832	0.12237762237762238	0.5498251748251749	0.05754662004662005	0.035110722610722615	0.056672494172494176
ELN	0.6749895963379109	0.9550561797752809	0.1764461090303787	0.006242197253433208	0.5126924677486475	0.4136496046608406	0.14440282979608823	0.005826050769870996	0.842280482729921	0.7486475239284228	0.1464835622138993	0.0	0.6912193091968373	0.5434873075322513	0.26799833541406576	0.03537245110278818	0.6878901373283396	0.07116104868913858	0.3096129837702872	0.0811485642946317	0.7378277153558053	0.6949646275488972	0.18227215980024966	0.07906783187682064	0.6982937994173949	0.6824802330420308	0.4469413233458177	0.02913025384935497	0.5830212234706617	0.28755722014148977	0.36371202663337493	0.05659592176446109	1.0	0.7332501040366208	0.13607990012484394	0.014565126924677485	0.9833541406575115	0.5426550145651269	0.18227215980024966	0.14731585518102372
EMIL1	1.0	0.5553250345781466	0.0	0.28838174273858924	0.8070539419087136	0.22060857538035966	0.2911479944674965	0.16597510373443983	0.9412171507607192	0.5276625172890733	0.227524204702628	0.16735822959889352	0.4515905947441217	0.5414937759336099	0.2164591977869986	0.13762102351313968	0.6901798063623791	0.06708160442600279	0.22268326417704015	0.24066390041493774	0.37206085753803597	0.7489626556016599	0.20193637621023516	0.3955739972337483	0.5836791147994468	0.13485477178423236	0.44052558782849244	0.5159059474412171	0.6369294605809128	0.3001383125864454	0.1687413554633472	0.23651452282157678	0.6680497925311203	0.2634854771784232	0.2607192254495159	0.18741355463347162	0.9183955739972338	0.5892116182572613	0.20539419087136931	0.1791147994467497
FBLN3	1.0	0.05708437571071186	0.0	0.036161018876506704	0.9433704798726404	0.027746190584489423	0.0015919945417330003	0.008642256083693426	0.47850807368660453	0.22174209688423926	0.034796452126449856	0.006822833750284285	0.8030475324084604	0.10893791221287241	0.02478962929269957	0.03798044120991585	0.6124630429838527	0.0011371389583807142	0.01364566750056857	0.010916534000454855	0.6534000454855584	0.3500113713895838	0.016423138293822973	0.08323857175346829	0.7289060723220377	0.02183306800090971	0.23379576984307482	0.0018194223334091423	0.6488514896520355	0.05890379804412099	0.009551967250397999	0.027063907209461	0.20423015692517626	0.008187400500341141	0.011143961792130999	0.04412099158517171	0.6060950648169207	0.7894018649078918	0.005003411416875143	0.04844211962701842
FBN1	0.9787398531117124	0.3826826439891767	0.47854657904909165	0.09161190568225744	0.4816389640510244	0.07035175879396985	0.15384615384615385	0.02512562814070352	1.0	0.5349826053343641	0.5396211828372633	0.030923850019327407	0.40974101275608815	0.7611132586006959	0.11248550444530343	0.03285659064553537	0.7139543873212216	0.12214920757634325	0.3038268264398918	0.04445303440278315	0.34789331271743335	0.1836103594897565	0.034789331271743336	0.07730962504831852	0.8434480092771551	0.24661770390413607	0.20873598763046	0.07769617317356012	0.38152299961345193	0.14224971008890605	0.2632392732895245	0.0	0.5384615384615385	0.6138384228836491	0.6188635485117898	0.06687282566679552	0.6122922303826827	0.5295709315809819	0.7413993042133746	0.010050251256281412
FGF2	0.5103734439834026	0.20924718435091882	0.01867219917012448	0.4060462359217546	1.0	0.18850029638411384	0.09484291641967992	0.28778897451096624	0.06757557794902193	0.38381742738589214	0.09217545939537641	0.3494368701837582	0.4967397747480735	0.025489033787788974	0.06461173681090693	0.18642560758743332	0.37937166567871966	0.0	0.09632483698873741	0.16301126259632484	0.27474807350326025	0.5080023710729106	0.11499703615886188	0.8180201541197393	0.0983995257854179	0.08535862477771192	0.2065797273266153	0.26141078838174275	0.2922347362181388	0.06461173681090693	0.07943094250148192	0.2133965619442798	0.2439241256668643	0.08684054534676941	0.036455245998814466	0.3049792531120332	0.7095435684647303	0.08298755186721993	0.19146413752222885	0.3713692946058092
FGL2	0.913282863041982	0.10506997017664602	0.009176416609314062	0.02775866024317504	1.0	0.08488185363615508	0.03188804771736637	0.012846983253039687	0.5948612066987841	0.70153704978206	0.17045193851800874	0.06904505088131736	0.7949070887818307	0.030740995641202112	0.044735030970406056	0.01169993117687543	0.31727460426703374	0.07570003697145895	0.15622849277357195	0.005047029135122734	0.9197063546685019	0.395732966276669	0.0591878871300757	0.0009176416609314061	0.36889194769442535	0.0	0.03395274145446203	0.11355815554026154	0.44712089928882776	0.02537866163806228	0.017894012388162427	0.009176416609314062	0.5104381738930948	0.0006882312456985544	0.10919935765083735	0.002523514567561368	0.3248451479697178	0.4322092222986924	0.030970406056434967	0.1663225510438174
