IDs	Initial Pvalue	Adjusted Pvalue	Fold Change	Standard Deviation of Fold Changes
163	0.313088632842159	0.950974549754525	74.57	0
174	0.5382073239120306	0.9869940333762153	31.03	0
67	0.3170593385318079	0.950974549754525	33.75	0
198	0.16988095509611076	0.950974549754525	55.04	0
55	0.3320708952917909	0.950974549754525	-57.43005906831094	0
104	0.1589355001299259	0.950974549754525	100.33000000000001	0
185	0.4802246178534949	0.9817906913633042	-44.51440770677138	0
17	0.26551840291790424	0.950974549754525	13.260000000000005	0
63	0.7840834752365955	0.9869940333762153	-11.689999999999998	0
167	0.863295213762302	0.9869940333762153	9.570000000000007	0
75	0.39699573847119163	0.950974549754525	41.97	0
106	0.2706287906674891	0.950974549754525	-31.33	0
146	0.822066268974378	0.9869940333762153	-8.280000000000001	0
123	0.8447513609350787	0.9869940333762153	-11.920000000000002	0
71	0.6484326704337621	0.9869940333762153	-16.239999999999995	0
132	0.8293134010086333	0.9869940333762153	-15.709999999999994	0
88	0.3987848344185866	0.950974549754525	18.010000000000005	0
1	0.8652471643697317	0.9869940333762153	5.200000000000003	0
74	0.5896230568937508	0.9869940333762153	44.83053975837839	0
41	0.6334382101318317	0.9869940333762153	14.060000000000002	0
40	0.8190859386128048	0.9869940333762153	15.88000000000001	0
70	0.02791610906431971	0.950974549754525	45.370000000000005	0
169	0.2602892843224739	0.950974549754525	41.88000000000001	0
107	0.692719700915575	0.9869940333762153	29.810000000000002	0
121	0.5466933682772852	0.9869940333762153	34.02999999999999	0
105	0.39500780271947344	0.950974549754525	13.72999999999999	0
177	0.9104915892492293	0.9869940333762153	-4.709999999999994	0
195	0.4526071001522106	0.9685289180665839	-43.22	0
30	0.3364235855474713	0.950974549754525	28.42	0
193	0.9924744076242947	0.9924744076242947	0.6507874701050724	0
127	0.7504580805278518	0.9869940333762153	14.071399516647602	0
118	0.31497756116459574	0.950974549754525	81.92999999999999	0
180	0.9588370718631865	0.9869940333762153	-4.261300849969146	0
149	0.8754985018328738	0.9869940333762153	14.512091471480261	0
181	0.6389862797143826	0.9869940333762153	24.769999999999996	0
13	0.7390443339270238	0.9869940333762153	-21.22	0
148	0.04715672511783248	0.950974549754525	84.61	0
5	0.12042257621173397	0.950974549754525	-75.24552665416697	0
108	0.7764907229887252	0.9869940333762153	9.909999999999997	0
162	0.8091412683347243	0.9869940333762153	6.989999999999995	0
80	0.9114388986129751	0.9869940333762153	-3.319999999999993	0
86	0.5242496516021153	0.9869940333762153	36.34	0
166	0.23583173274312114	0.950974549754525	28.620000000000005	0
100	0.5561689659695883	0.9869940333762153	20.14	0
57	0.6549390957054249	0.9869940333762153	12.670000000000002	0
16	0.9915682219744265	0.9924744076242947	0.2499999999999858	0
73	0.8767155482587787	0.9869940333762153	5.010000000000005	0
194	0.556224631724488	0.9869940333762153	35.55720809781543	0
56	0.9016077926588432	0.9869940333762153	-9.260000000000005	0
23	0.9195392421739341	0.9869940333762153	7.679999999999993	0
188	0.9675153535983638	0.9869940333762153	3.6599999999999966	0
49	0.9842318656102231	0.9924744076242947	1.769999999999996	0
72	0.3454238105621653	0.950974549754525	26.040000000000006	0
161	0.6624540843992113	0.9869940333762153	18.260000000000005	0
38	0.6699094811774041	0.9869940333762153	-39.03999999999999	0
90	0.19188314635086015	0.950974549754525	28.30000000000001	0
136	0.7594788715480743	0.9869940333762153	-13.320000000000007	0
37	0.96947036510724	0.9869940333762153	0.7199999999999989	0
119	0.7545836132712971	0.9869940333762153	-8.800000000000011	0
156	0.24646000431469967	0.950974549754525	-27.129999999999995	0
9	0.7065735295999137	0.9869940333762153	-28.751381185861945	0
128	0.18694265287945971	0.950974549754525	54.59	0
137	0.3346769477721635	0.950974549754525	-56.030000000000015	0
122	0.18609998980032114	0.950974549754525	-41.50999999999999	0
19	0.8855935504648142	0.9869940333762153	4.849999999999994	0
7	0.06442218329687258	0.950974549754525	71.38	0
18	0.4063513097819519	0.950974549754525	-34.72999999999999	0
58	0.052490486502363154	0.950974549754525	34.150000000000006	0
164	0.8922107859490036	0.9869940333762153	-8.980042807471179	0
170	0.8464526558916109	0.9869940333762153	-7.699999999999989	0
145	0.4233167755900372	0.9685289180665839	-16.200000000000003	0
39	0.5154207946948361	0.9869940333762153	-44.92	0
59	0.8893141238759481	0.9869940333762153	-5.25	0
130	0.45491509787975914	0.9685289180665839	-28.560000000000002	0
150	0.20397319730518781	0.950974549754525	-81.82	0
3	0.639867000491038	0.9869940333762153	-34.14999999999999	0
192	0.34661217991894666	0.950974549754525	64.19999999999999	0
36	0.22691649503511416	0.950974549754525	79.59000000000002	0
76	0.2607094619358495	0.950974549754525	52.84	0
95	0.4509316953748367	0.9685289180665839	-9.659999999999997	0
89	0.5295243379017951	0.9869940333762153	-20.319999999999993	0
152	0.2367108192605769	0.950974549754525	85.64000000000001	0
20	0.48097826799111365	0.9817906913633042	-19.97999999999999	0
60	0.9379591616927221	0.9869940333762153	-3.8299999999999983	0
14	0.3846198774360857	0.950974549754525	-90.30000000000001	0
53	0.39019965955101865	0.950974549754525	41.78	0
175	0.9711733630682624	0.9869940333762153	2.0595809970351695	0
160	0.31534954523311404	0.950974549754525	-20.700000000000003	0
124	0.19462964193054863	0.950974549754525	-30.489999999999995	0
138	0.227772559302216	0.950974549754525	-31.730000000000004	0
27	0.5144714720785188	0.9869940333762153	25.47	0
154	0.9340847510048387	0.9869940333762153	4.670000000000002	0
187	0.6478772940064668	0.9869940333762153	21.179999999999993	0
52	0.25272709932913356	0.950974549754525	-66.55	0
113	0.6101738301837347	0.9869940333762153	-28.060000000000002	0
158	0.897134686120737	0.9869940333762153	7.713010533667884	0
135	0.5955528928194558	0.9869940333762153	53.69999999999999	0
197	0.5044416801644978	0.9869940333762153	-30.41000000000001	0
93	0.7940802728865916	0.9869940333762153	-14.879999999999995	0
45	0.8658474030661081	0.9869940333762153	4.590000000000003	0
43	0.5723160805940217	0.9869940333762153	47.14	0
34	0.8930816695837236	0.9869940333762153	-7.150000000000006	0
139	0.12866676760068885	0.950974549754525	67.90960224104727	0
69	0.0836812080919064	0.950974549754525	-75.04000000000002	0
186	0.5322536198528327	0.9869940333762153	-26.269999999999996	0
134	0.7291525156578116	0.9869940333762153	-17.749715208474882	0
94	0.6081845879493948	0.9869940333762153	29.14999999999999	0
8	0.5350282832638347	0.9869940333762153	-45.13000000000001	0
61	0.4793671691671939	0.9817906913633042	-35.512904085925754	0
179	0.969997905629399	0.9869940333762153	-1.4599999999999937	0
50	0.841496508338798	0.9869940333762153	14.509999999999991	0
44	0.20604865584440551	0.950974549754525	18.269999999999996	0
28	0.8031384083747154	0.9869940333762153	7.790000000000006	0
109	0.2887257674662301	0.950974549754525	31.430000000000007	0
178	0.166471054500017	0.950974549754525	29.519999999999996	0
31	0.3320821023941646	0.950974549754525	-11.38000000000001	0
22	0.7985565592300432	0.9869940333762153	-3.8400000000000034	0
83	0.3579124356972184	0.950974549754525	-61.31	0
85	0.6776600389849873	0.9869940333762153	-15.539999999999992	0
117	0.9569986862232973	0.9869940333762153	-1.502314258148857	0
12	0.6057995818946816	0.9869940333762153	-27.870000000000005	0
114	0.55413585226993	0.9869940333762153	-31.849999999999994	0
157	0.27636174629167143	0.950974549754525	-77.82000000000002	0
115	0.11207573070492852	0.950974549754525	34.25999999999999	0
82	0.89323419603009	0.9869940333762153	2.469999999999999	0
151	0.5490019465862768	0.9869940333762153	39.02	0
51	0.22471634448584518	0.950974549754525	-59.209270218783686	0
120	0.7317633457203407	0.9869940333762153	-20.459999999999994	0
155	0.09541758449183219	0.950974549754525	63.989999999999995	0
29	0.22275478331473725	0.950974549754525	-70.75	0
26	0.5891931584008951	0.9869940333762153	26.690000000000012	0
64	0.20113273553243943	0.950974549754525	-82.33	0
68	0.3331396655988994	0.950974549754525	16.60000000000001	0
182	0.37558227365803276	0.950974549754525	31.700000000000003	0
15	0.40824665014714456	0.950974549754525	14.909999999999997	0
96	0.1540199234332791	0.950974549754525	49.67	0
4	0.4271269460123125	0.9685289180665839	35.760000000000005	0
171	0.21594160827735734	0.950974549754525	-82.07765022779095	0
87	0.7856428294917186	0.9869940333762153	-15.172365439324992	0
126	0.9139938807731574	0.9869940333762153	7.519999999999996	0
35	0.926278898601862	0.9869940333762153	4.47999999999999	0
81	0.3044981629290413	0.950974549754525	40.71000000000001	0
143	0.9720395783250605	0.9869940333762153	2.299999999999997	0
102	0.3322749182925965	0.950974549754525	-30.379999999999995	0
10	0.23323866109059715	0.950974549754525	-23.36999999999999	0
92	0.07641927839010473	0.950974549754525	-94.52999999999999	0
101	0.10445303505665571	0.950974549754525	27.25	0
142	0.21000751783107421	0.950974549754525	36.59	0
84	0.6407237632703076	0.9869940333762153	13.409999999999997	0
6	0.7516072390615274	0.9869940333762153	10.440000000000012	0
110	0.2323489724550323	0.950974549754525	-47.75	0
79	0.7655061987943719	0.9869940333762153	10.790000000000006	0
184	0.36705329964155264	0.950974549754525	73.5	0
168	0.6198310176625699	0.9869940333762153	-18.569999999999993	0
99	0.9533647048926212	0.9869940333762153	-2.739999999999995	0
112	0.23806655723454268	0.950974549754525	89.32372950706755	0
54	0.478054161669234	0.9817906913633042	-19.790000000000006	0
141	0.7298006174937173	0.9869940333762153	-13.689999999999998	0
165	0.3354822459996212	0.950974549754525	-37.17845411655463	0
21	0.9015523395135399	0.9869940333762153	-4.8799999999999955	0
196	0.8808037489475652	0.9869940333762153	-6.079999999999998	0
47	0.39104363270201814	0.950974549754525	19.39	0
103	0.1835015950860259	0.950974549754525	-63.78	0
183	0.3297104156330194	0.950974549754525	42.019999999999996	0
153	0.39065132350264387	0.950974549754525	62.59000000000002	0
97	0.5618444975334838	0.9869940333762153	-28.83999999999999	0
147	0.43833749025884194	0.9685289180665839	-110.53	0
91	0.7071043326025845	0.9869940333762153	11.675073093579371	0
78	0.12831613643399162	0.950974549754525	-104.9	0
144	0.6886866525870965	0.9869940333762153	9.679999999999993	0
125	0.6581124726419421	0.9869940333762153	28.89	0
32	0.6842604065174095	0.9869940333762153	-8.700000000000003	0
25	0.28984000853385866	0.950974549754525	-39.7	0
173	0.11620872035021927	0.950974549754525	-79.57000000000001	0
159	0.10928786139045481	0.950974549754525	59.459999999999994	0
66	0.8535253548972792	0.9869940333762153	5.190000000000012	0
24	0.05062362428656344	0.950974549754525	70.7192919178656	0
98	0.7031278780652701	0.9869940333762153	-17.14999999999999	0
191	0.7564007224212952	0.9869940333762153	20.319999999999993	0
48	0.9018577385644125	0.9869940333762153	5.940000000000012	0
11	0.4478219012446617	0.9685289180665839	39.66	0
172	0.36554423825414895	0.950974549754525	24.86	0
189	0.7622344363613975	0.9869940333762153	-10.0	0
62	0.8878271276791091	0.9869940333762153	4.340000000000003	0
65	0.17847381840026016	0.950974549754525	28.020000000000003	0
131	0.8505895677636329	0.9869940333762153	-5.920000000000002	0
77	0.12471115247308205	0.950974549754525	-35.66	0
140	0.1834843130596229	0.950974549754525	-79.46	0
111	0.2800160341757292	0.950974549754525	-48.370000000000005	0
190	0.676936323865934	0.9869940333762153	17.590000000000003	0
33	0.9422838291744702	0.9869940333762153	2.730000000000004	0
176	0.43383123503101306	0.9685289180665839	-19.35000000000001	0
42	0.38107085735055857	0.950974549754525	-21.22999999999999	0
2	0.17063336866649811	0.950974549754525	-31.519999999999996	0
133	0.37471029100223574	0.950974549754525	-49.26600613687569	0
129	0.34339629842549935	0.950974549754525	-25.279999999999987	0
116	0.27193539474751627	0.950974549754525	-37.31999999999999	0
46	0.33304790002551965	0.950974549754525	-105.20000000000002	0
