True,Predicted
0.7156512604666151,0.5140110399111704
0.8293592437064413,0.4039234765128804
0.4284138655237178,0.4045175804878901
0.3687499999281118,0.41885567212219205
0.221533613433743,0.37129385232878104
0.2867647058672917,0.4123286782676822
0.4392857142626426,0.36224345326189633
0.3922794117966239,0.42213884787226974
0.3435924370092651,0.42085295018338426
0.6878151259617745,0.41003945534127995
0.3706932773439763,0.3783063226917258
0.2721113445235236,0.4885519175360823
0.4511029411527782,0.40975485663931793
0.4398109242941277,0.44123494023407056
0.6363445378342257,0.42622722624577924
0.3799894958308829,0.3375101814988351
0.4286764706182417,0.371038928057548
0.0968487395432327,0.41834507286258366
0.4514180672031819,0.4084038148360011
0.2897584033461262,0.3629999670861841
0.4723739495550224,0.3852860771346654
0.3407563025556326,0.3120053099564795
0.4052521008190519,0.40665184113581854
0.8401260503760438,0.39325394722645535
0.5668067226067856,0.45595108755203817
0.7022584033244611,0.42653462323489644
0.1594012605483508,0.46083568993511337
0.3337710083333104,0.44407427997801385
0.232247899147466,0.35023194700264987
0.5946953780675056,0.4114845233849646
