True,Predicted
0.2555672268773337,0.476566135058447
0.2864495798168882,0.40096587755107577
0.3905987394752838,0.3780097410572988
0.3903361343807597,0.4396295693059084
0.3661764705690034,0.42296287669630644
0.3098214285026355,0.3893832519453303
0.1282563025142723,0.40521679834726776
0.2938550420013732,0.4275818592133206
0.3849789915238981,0.3228974327981293
0.6097689075309997,0.41099671287506834
0.4059873949891814,0.4050695421912696
0.3897058822799525,0.33201828802461897
0.6515756301653585,0.425453009686574
0.2191176470998364,0.37642725289981877
0.2030987394851314,0.4397102405422676
0.4720588235046187,0.33048397827760234
0.5431197478706346,0.35991948511385047
0.1766806722071071,0.3686190911309616
0.2813025209411081,0.38622856424390994
0.4787289915189744,0.40373654587936725
0.5040966385764656,0.39718397048106
0.5273634453504537,0.3870798686264033
0.5108718486601433,0.42772473754507
0.4494747899448805,0.35899883224238927
0.5910714284878639,0.39597468352877113
0.3679621848021028,0.42526011524793217
0.496901260530625,0.3595765448237208
0.3680147059155454,0.40824498988932467
0.4632352940933175,0.5166445120394101
0.2748424369078339,0.4114591598932217
