True,Predicted
0.5052521008663208,0.347033774573333
0.7037289915071573,0.4400229639225427
0.0136029411232351,0.2976121503786753
0.5113970588491914,0.37258932325039346
0.5477415965573665,0.38618805364337777
0.3342962185223583,0.3752133304747759
0.5014180671480348,0.36232460266063027
0.3814600840135788,0.4176440476501334
0.3313025210435241,0.3712738934486356
0.377731092364615,0.5590082924439008
0.5110819327987877,0.4154772258931828
0.4830357143128658,0.46352870567097443
0.5978991596849844,0.5209393067726922
0.340441176505229,0.37767983884345674
0.5900735293807736,0.543051911488576
0.1923319328155288,0.36112315426961383
0.4824054622120585,0.44947322234022735
0.5654411764934116,0.4025851165368831
0.3165966385863132,0.42678040114411137
0.271533613378596,0.42805106498956685
0.680094537726886,0.5062818174424495
0.4414915966154679,0.41774878977284163
0.5202731092163723,0.4075675550608313
0.4514180672031819,0.3907738008575716
0.2141806722051377,0.37684009029484045
0.4737394958259591,0.4656581482709317
0.2423844537162613,0.39547529798238706
0.5150210084288329,0.3794004837204795
0.5103991595845379,0.4899879232187887
0.5796743697174541,0.518788392856693
