# Feature,NegativeMSE, R2, Negative_MedianAbsoluteError, explained_variance,SVs-Trees-Neurons, Distance, RMSE, correlation, Weighted_Sum, Classification_Model
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
2.000000000000000111e-01,9.729991115113131306e-01,-5.583221228544898995e-02,9.039483272369014388e-01,-7.513830140405075792e-04,4.849538758088943746e-01,9.966666666666667007e-01,9.730267290461757090e-01,1.642293971162797073e-01,1.377729538780210428e+00,5.449143853976098351e-01
2.000000000000000111e-01,9.723854601944694753e-01,-8.091411025809666646e-02,9.021959792643178266e-01,-2.310762419390562789e-02,4.730620955528019311e-01,9.966666666666667007e-01,9.724153842841214423e-01,1.353418506786782660e-01,1.366983130808067992e+00,2.256545216502949258e-01
1.666666666666666574e-01,9.729907723734907421e-01,-5.617486982038437382e-02,9.038993359084633861e-01,-1.112109687333628829e-03,4.849538758088943746e-01,9.966666666666667007e-01,9.730183797830755932e-01,1.758756519540301266e-01,1.375226072705368674e+00,5.449143853976098351e-01
2.000000000000000111e-01,9.722825633015017566e-01,-8.363832026506100303e-02,9.027362324546539529e-01,-2.605105047917579547e-02,4.790100509431364229e-01,9.966666666666667007e-01,9.723151969559016283e-01,1.518634483320712159e-01,1.368784576772949180e+00,5.449143853976098351e-01
2.500000000000000000e-01,9.730087704207063259e-01,-5.550176165668201100e-02,9.040434503547406520e-01,-6.234862045261136288e-04,4.849538758088943746e-01,9.966666666666667007e-01,9.730362723887054921e-01,1.295610394873979720e-01,1.379506343820621428e+00,6.690484253637521972e-01
2.000000000000000111e-01,9.706704403888198884e-01,-1.678292544756384008e-01,8.988390544508439994e-01,-1.102684793293731980e-01,9.565217391304348116e-01,9.966666666666667007e-01,9.722074198778004606e-01,2.879019741204629779e-01,1.416008539740303274e+00,2.999000000000000110e+00
8.333333333333332871e-02,9.711741770878387081e-01,-1.184050467953833979e-01,9.013082816509007111e-01,-4.666512896203167671e-02,9.665551839464883166e-01,9.966666666666667007e-01,9.718308330898498548e-01,2.557935787695468921e-01,1.413943645101232383e+00,2.999000000000000110e+00
1.666666666666666574e-01,9.729907723734907421e-01,-5.617486982038437382e-02,9.038993359084633861e-01,-1.112109687333628829e-03,4.849538758088943746e-01,9.966666666666667007e-01,9.730183797830755932e-01,1.758756519540301266e-01,1.375226072705368674e+00,5.449143853976098351e-01
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
1.666666666666666574e-01,9.729907723734907421e-01,-5.617486982038437382e-02,9.038993359084633861e-01,-1.112109687333628829e-03,4.849538758088943746e-01,9.966666666666667007e-01,9.730183797830755932e-01,1.758756519540301266e-01,1.375226072705368674e+00,5.449143853976098351e-01
1.250000000000000000e-01,9.738119106184969231e-01,-2.761986221696107607e-02,9.054928806187797496e-01,1.874341387252913618e-02,4.448160535117056669e-01,9.966666666666667007e-01,9.738860739780290654e-01,2.731728384343438121e-01,1.383512278264821926e+00,2.999000000000000110e+00
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
9.090909090909091161e-02,9.697574355059653817e-01,-1.859366648415097800e-01,8.996430250484624969e-01,-1.334408153619742465e-01,9.665551839464883166e-01,9.966666666666667007e-01,9.695886168551937079e-01,2.742661115076432399e-01,1.397684322569227700e+00,2.999000000000000110e+00
2.000000000000000111e-01,9.723854601944694753e-01,-8.091411025809666646e-02,9.021959792643178266e-01,-2.310762419390562789e-02,4.730620955528019311e-01,9.966666666666667007e-01,9.724153842841214423e-01,1.353418506786782660e-01,1.366983130808067992e+00,5.449143853976098351e-01
8.333333333333332871e-02,9.693705832055889982e-01,-2.083284094719611568e-01,8.904102460413131359e-01,-1.507472306432344200e-01,9.665551839464883166e-01,9.966666666666667007e-01,9.720973019177548968e-01,2.743115278373248200e-01,1.391259753890767392e+00,2.999000000000000110e+00
1.666666666666666574e-01,9.729907723734907421e-01,-5.617486982038437382e-02,9.038993359084633861e-01,-1.112109687333628829e-03,4.849538758088943746e-01,9.966666666666667007e-01,9.730183797830755932e-01,1.758756519540301266e-01,1.375226072705368674e+00,5.449143853976098351e-01
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
1.666666666666666574e-01,9.729907723734907421e-01,-5.617486982038437382e-02,9.038993359084633861e-01,-1.112109687333628829e-03,4.849538758088943746e-01,9.966666666666667007e-01,9.730183797830755932e-01,1.758756519540301266e-01,1.375226072705368674e+00,5.449143853976098351e-01
2.500000000000000000e-01,9.730045189996470167e-01,-5.557907170509135408e-02,9.039550608041703184e-01,-6.173535819639752297e-04,4.849538758088943746e-01,9.966666666666667007e-01,9.730321734153626334e-01,1.766194049142879030e-01,1.384712142183569972e+00,5.449143853976098351e-01
1.666666666666666574e-01,9.729907723734907421e-01,-5.617486982038437382e-02,9.038993359084633861e-01,-1.112109687333628829e-03,4.849538758088943746e-01,9.966666666666667007e-01,9.730183797830755932e-01,1.758756519540301266e-01,1.375226072705368674e+00,5.449143853976098351e-01
1.428571428571428492e-01,9.730207583828165419e-01,-5.494367787519442714e-02,9.037575165964508717e-01,1.391915264816745401e-05,4.849538758088943746e-01,9.966666666666667007e-01,9.730482409194447513e-01,2.481466928086343560e-01,1.380893477121798441e+00,5.449143853976098351e-01
1.666666666666666574e-01,9.729907723734907421e-01,-5.617486982038437382e-02,9.038993359084633861e-01,-1.112109687333628829e-03,4.849538758088943746e-01,9.966666666666667007e-01,9.730183797830755932e-01,1.758756519540301266e-01,1.375226072705368674e+00,5.449143853976098351e-01
7.692307692307692735e-02,9.728655744266115901e-01,-8.159849159374850391e-02,9.034281992278109241e-01,-3.785694068287911301e-02,9.665551839464883166e-01,9.966666666666667007e-01,9.722813926573010690e-01,2.233360391372052334e-01,1.416858244875707662e+00,2.999000000000000110e+00
2.500000000000000000e-01,9.706940294470315367e-01,-1.838541431215784949e-01,9.015090960879739157e-01,-1.341214385334533465e-01,4.879223461379595395e-01,9.933333333333334014e-01,9.707254900525981167e-01,2.997219716786380106e-01,1.366538179641383799e+00,1.520898910591152120e+00
9.090909090909091161e-02,9.734061888958881470e-01,-5.455903016987220105e-02,9.018746728796827039e-01,3.147678684034582557e-03,9.565217391304348116e-01,9.966666666666667007e-01,9.744905838278755672e-01,2.687215772141554049e-01,1.430574244603809442e+00,2.999000000000000110e+00
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
5.263157894736841813e-02,9.741001405817714121e-01,-2.908855265527456740e-02,9.091222958967470902e-01,3.421272220694056287e-02,9.565217391304348116e-01,9.966666666666667007e-01,9.733332103495639931e-01,2.616239083071941196e-01,1.433262034222298809e+00,2.999000000000000110e+00
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
7.142857142857142461e-02,9.745772096229337045e-01,-1.690759149716344195e-02,9.053320766691619337e-01,2.982294828209762841e-02,9.665551839464883166e-01,9.966666666666667007e-01,9.728562889733709529e-01,2.867495142515918971e-01,1.440178787587050646e+00,2.999000000000000110e+00
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04
