	Sample_0	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41	Sample_42	Sample_43	Sample_44	Sample_45	Sample_46	Sample_47	Sample_48	Sample_49	Sample_50	Sample_51	Sample_52	Sample_53	Sample_54	Sample_55	Sample_56	Sample_57	Sample_58	Sample_59	Sample_60	Sample_61	Sample_62	Sample_63	Sample_64	Sample_65	Sample_66	Sample_67	Sample_68	Sample_69	Sample_70	Sample_71	Sample_72	Sample_73	Sample_74	Sample_75	Sample_76	Sample_77	Sample_78	Sample_79	Sample_80	Sample_81	Sample_82	Sample_83	Sample_84	Sample_85	Sample_86	Sample_87	Sample_88	Sample_89	Sample_90	Sample_91	Sample_92	Sample_93	Sample_94	Sample_95	Sample_96	Sample_97	Sample_98	Sample_99	Sample_100	Sample_101	Sample_102	Sample_103	Sample_104	Sample_105	Sample_106	Sample_107	Sample_108	Sample_109	Sample_110	Sample_111	Sample_112	Sample_113	Sample_114	Sample_115	Sample_116	Sample_117	Sample_118	Sample_119	Sample_120	Sample_121	Sample_122	Sample_123	Sample_124	Sample_125	Sample_126	Sample_127	Sample_128	Sample_129	Sample_130	Sample_131	Sample_132	Sample_133
Feature_20	-4.215056268771464	-5.667222248420214	-4.43275699478319	-4.749230659578445	-5.044191706865538	-4.786454670163947	-4.9247243825612745	-5.039191025807171	-4.451457840460872	-5.62165967103977	-5.052564887890543	-4.796264193421952	-5.889186125258965	-4.716930167675135	-6.206622171760926	-4.544050639210277	-5.309231248589708	-3.677545691688975	-4.9287144894456025	-5.34993056365357	-5.631661063197269	-5.8419771674667205	-4.6518742840867775	-6.810394522256841	-4.463688854335082	-4.2982373294720775	-5.039191025807171	-4.451457840460872	-5.646794366722425	-4.9247243825612745	-4.797671014636198	-4.227326565525461	-5.23112313361354	-4.911858593560622	-5.634172282353319	-4.764280246451739	-4.939544422646353	-4.333512804219607	-4.619170119014072	-6.105592251529681	-5.722263611978176	-4.831852950193013	-4.555905225556056	-5.167902153325028	-5.003039600199236	-4.999797587507085	-4.112578681845788	-5.787851953605752	-4.776711396000552	-5.956728865615198	-4.485062505127649	-4.9247243825612745	-5.659527856630213	-3.760160219736704	-5.208492159113972	-3.892188613420488	-5.509060362096388	-4.9247243825612745	-5.488466427369478	-5.0079163204739885	-5.959875420932063	-5.060986949408516	-4.095175635584343	-4.875751723609814	-5.297242024126709	-4.937992303033613	-5.6518742840867775	-5.937992303033613	-5.796264193421952	-6.001417683175246	-5.089995396478662	-5.931800469319344	-4.253149439943539	-4.772555766509241	-4.837629514630811	-5.816085634334696	-5.892188613420488	-5.560674469703928	-4.4459323835309235	-5.193599690967337	-4.021823893837084	-5.093446821667592	-5.160643295038534	-4.592064888851474	-5.149823031511692	-5.738383277341453	-5.994948187845688	-4.482797677282786	-4.323345778062609	-4.491878399888197	-4.690554752250837	-4.61792695216344	-4.311239175205955	-4.9488923713832325	-4.3561357131802785	-4.908814932007897	-5.8217992855290905	-4.972530721738091	-5.950456268599669	-4.810394522256841	-4.480536399326283	-4.118719685515294	-5.060986949408516	-4.469282870808305	-4.836183203691746	-5.021002079493648	-5.448140027482576	-4.695791400616985	-5.229223600698059	-4.947330167612949	-5.128422959910567	-4.907295505810697	-5.169722588949397	-4.764280246451739	-6.46816233091439	-5.746511158224853	-4.093446821667592	-5.502163002149717	-6.31526343176475	-4.8217992855290905	-5.047535149939908	-4.782270921342453	-5.009545564058647	-5.273558399933937	-4.532292668334105	-5.813237272025666	-4.6442610999769025	-5.599406864192642	-4.698416870023808	-5.148027517850078	-4.922562262464007	-5.408910252828823	-5.289304204702069	-4.03089488425208
Feature_21	-5.387568221016935	-5.3213209425851185	-5.511366829479557	-4.826099422962716	-4.47602444868736	-5.267697748512695	-5.499871190641728	-5.387568221016935	-5.236836784807934	-4.982095585773625	-4.933345938177248	-5.27747876930528	-4.826099422962716	-3.8653885540767727	-4.2725799698924405	-5.716930167675135	-4.257014666745564	-4.698416870023808	-4.627902411377235	-5.155223019254282	-4.3203095895532435	-5.227326565525461	-5.452565475863371	-4.0046633426789	-4.874266705423226	-3.936441851470213	-3.747190553123629	-4.346837968598188	-4.374912920210907	-4.256047388773769	-5.273558399933937	-4.807557362953311	-4.764280246451739	-5.947330167612949	-4.077125596227621	-4.539335945338225	-5.411061923683872	-4.674957897199819	-3.4907401788895993	-4.746511158224853	-4.425126553658814	-3.7794884806711257	-3.872042040308712	-6.428391802221789	-4.557096059334678	-3.352512799962939	-4.92563509651363	-4.355099666427753	-4.877238271954517	-4.598180603990563	-4.401404576080739	-5.182530365250018	-5.426214148916419	-5.299233321945801	-5.579910688566845	-5.66979619208404	-5.520629750808525	-4.514833459199337	-5.659527856630213	-4.311239175205955	-3.937992303033613	-4.8639141594253115	-4.82466461922348	-4.1346319244810354	-4.7836641566423195	-5.931800469319344	-5.244490357351369	-5.463688854335082	-4.0292413653995665	-4.664652888808081	-6.402474427847148	-4.665936996628406	-5.385451280004834	-5.0079163204739885	-5.522954803754769	-5.859499994714313	-4.922562262464007	-4.730300931043594	-5.215996441526073	-5.804725772170149	-4.858031602688426	-5.297242024126709	-5.714270821224645	-5.32943739178949	-4.866864457060621	-4.92563509651363	-5.937992303033613	-4.980497031548149	-5.208492159113972	-4.773939646750498	-4.5690587733233725	-4.5884078652433855	-5.6853370429798185	-4.953589158084632	-6.3274039946369625	-5.021002079493648	-5.572667016240221	-5.916436159667165	-4.454783301113189	-5.374912920210907	-5.560674469703928	-4.077125596227621	-4.799079209029006	-5.567858028317821	-3.631661063197269	-3.8011940811998954	-4.116962444078932	-4.364450981392282	-5.182530365250018	-5.364450981392282	-6.518308438898404	-5.46816233091439	-5.567858028317821	-5.934893064374727	-4.762905596475521	-5.654420966197124	-4.387568221016935	-5.836183203691746	-4.069458465475968	-6.60925465014899	-5.217878627104049	-4.361327136705404	-4.4153749165549545	-4.826099422962716	-5.599406864192642	-4.175197719015548	-3.972530721738092	-4.389688272891305	-5.025940002309316	-5.337599761742851	-5.892188613420488	-5.144443180501039	-5.26186080849041	-4.881707129552165
Feature_22	-5.738383277341453	-4.439329648706677	-5.70104712606848	-4.561869248273985	-4.380172477771107	-4.665936996628406	-4.0292413653995665	-4.655695995039186	-4.654420966197124	-4.924097861375232	-4.511366829479557	-5.039191025807171	-3.8543671479855206	-4.808975245171506	-5.345808575018384	-4.626651700383524	-5.364450981392282	-5.408910252828823	-5.434944554020955	-4.963028853970937	-5.234929719043275	-3.6827352477915385	-4.886189872799045	-4.076271677859459	-4.592064888851474	-5.674957897199819	-4.3833374407389165	-4.420784353117115	-4.91796524835391	-4.865388554076773	-4.826099422962716	-3.7485503034984515	-5.82466461922348	-4.244490357351369	-6.295253471033256	-4.689248554750213	-4.089995396478662	-5.022646176584273	-4.720928401294357	-4.908814932007897	-5.025940002309316	-6.011176649637575	-5.6853370429798185	-6.210364573446743	-5.188054411721654	-4.346837968598188	-4.8492524982698955	-4.828973318416826	-4.828973318416826	-5.3561357131802785	-3.9957552899875157	-4.557096059334678	-4.828973318416826	-5.095175635584343	-4.511366829479557	-6.385451280004834	-5.776711396000552	-4.604322354606759	-4.814660750227868	-4.552338610535863	-4.899722286105895	-4.4056887515850205	-5.654420966197124	-4.126653867057511	-4.803312058151206	-5.4175362578444215	-5.044191706865538	-4.578700881333779	-4.7343364442787506	-6.040855994302282	-6.29128456883031	-4.010360876338548	-4.811815196956468	-4.035866842214606	-4.419700841957745	-3.4040806945273347	-4.563065017128922	-4.634172282353319	-4.274537493993157	-4.151620782574086	-6.240658495760342	-4.4229538197528315	-3.9133828356896116	-5.391811444784275	-4.276497677774176	-5.102111682794719	-4.7574200573917915	-4.513676990166759	-4.749230659578445	-5.084833691362884	-4.589625843400057	-4.309231248589708	-5.319298944999907	-4.103850917533256	-5.570260518533125	-5.071158754465808	-3.771173212459122	-4.9488923713832325	-5.481666595264137	-4.517149182073563	-3.724937746276501	-4.340672595792474	-5.398199772746822	-4.711317299574896	-5.424039777682082	-4.731644848272484	-4.519468627976521	-5.095175635584343	-5.206622171760926	-5.045862459850052	-6.570260518533125	-5.592064888851474	-5.548780791122674	-3.4110619236838717	-4.656972151726457	-3.9395444226463536	-6.629154207586694	-4.624153526528328	-5.25411477623977	-4.413216808387546	-3.951238853398293	-4.381226694143108	-4.47602444868736	-5.126653867057511	-7.639207872250617	-4.589625843400057	-4.305223759788184	-4.436039578772492	-4.105592251529681	-4.146234236027027	-5.886189872799045	-5.634172282353319	-4.195452864042815	-6.639207872250617
Feature_23	-4.972530721738091	-4.427302564691082	-4.902746805119064	-4.653147063208491	-5.555905225556056	-6.381226694143108	-4.980497031548149	-4.572667016240221	-4.846337961842519	-4.639207872250617	-4.3686266573634756	-4.868341871466121	-4.950456268599669	-4.121359567387998	-4.875751723609814	-4.678841331687047	-5.071158754465808	-4.62165967103977	-4.884694076873564	-4.731644848272484	-5.343751988724446	-4.472649721906704	-5.019359853885603	-4.56665828185293	-4.807557362953311	-4.270625098264217	-4.451457840460872	-5.039191025807171	-5.3561357131802785	-4.964608159044785	-4.21411670830785	-4.22827477130451	-5.0626772777107165	-4.328420334968455	-4.575077534830902	-4.538159675366101	-4.765656207491556	-4.536984363658827	-4.274537493993157	-5.105592251529681	-4.046698562476113	-4.966189194864265	-4.1588342728066605	-5.8275356550782345	-5.098639490887915	-4.297242024126709	-4.793454659835128	-4.1417607594477195	-5.019359853885603	-4.151620782574086	-4.604322354606759	-5.044191706865538	-4.910335960130747	-4.703335192694866	-4.155223019254282	-6.088272775329655	-4.814660750227868	-4.936441851470213	-4.498726648700787	-5.267697748512695	-4.803312058151206	-4.357172504486767	-3.25218474914137	-4.135521104811733	-4.974120468500484	-7.050886359439546	-5.076271677859459	-4.874266705423226	-4.786454670163947	-4.203821727579971	-4.149823031511692	-4.14713059830556	-4.716930167675135	-4.2207065176682015	-4.11433058860738	-4.541691366336355	-4.843429301500633	-4.331473658946009	-4.094310969666408	-5.850711977444329	-5.511366829479557	-4.533464162544549	-4.540513175139074	-4.691862133437624	-4.671084888052612	-4.931800469319344	-4.945769653625332	-4.705001523357102	-5.584760088228241	-4.397133085052469	-5.116084625347324	-4.3728144543269085	-4.901233753023495	-4.229223600698059	-5.060986949408516	-5.299233321945801	-4.430572747521315	-4.488466427369478	-5.034207618292916	-4.09604082004259	-4.1381919387264405	-4.846337961842519	-5.096906523663459	-4.839077276960926	-4.377014442856194	-5.0292413653995665	-4.92563509651363	-4.9287144894456025	-5.006288914727943	-5.067760178003942	-5.360287356450746	-4.598180603990563	-4.958301285433952	-4.4229538197528315	-5.040855994302282	-4.278460528472727	-6.169722588949397	-4.830412415833798	-5.095175635584343	-4.66979619208404	-4.053404885026873	-5.123122176087258	-4.778099270124795	-5.184369364913798	-4.823231241022222	-4.77532485572959	-4.61792695216344	-4.896704094542981	-4.813237272025666	-5.074565355909057	-5.2814098208951945	-5.259920397920975	-5.110828899895829	-4.767033482098198
Feature_24	-5.39606718545401	-3.785756535603559	-5.818939631389849	-3.829692687686724	-3.96223984928029	-4.994948187845688	-5.3213209425851185	-6.263803832408203	-5.210364573446743	-5.301227372077889	-4.350962903619544	-5.889186125258965	-4.337599761742851	-4.288315041111115	-5.98529801781197	-4.7711732124591215	-4.077125596227621	-3.07755274502153	-6.799079209029006	-4.491878399888197	-5.816085634334696	-4.77532485572959	-4.336576936431743	-3.528199913700222	-5.4907401788896	-5.61172713582851	-3.807557362953311	-4.033378721377906	-5.662088096948777	-5.4570045410298675	-4.189900470887027	-5.2197632714489925	-4.776711396000552	-4.438232124849342	-6.377014442856194	-4.438232124849342	-3.749230659578445	-5.773939646750498	-5.470404281701059	-5.587190914483003	-6.17702738957263	-6.70104712606848	-3.2070894414138817	-6.225432021535684	-4.071158754465808	-4.557096059334678	-5.698416870023808	-6.323345778062609	-6.299233321945801	-5.634172282353319	-3.813237272025666	-4.799079209029006	-4.887687221185547	-3.5148334591993367	-5.135521104811733	-5.807557362953311	-5.619170119014072	-4.761532255066828	-5.142654345751226	-5.839077276960926	-3.4404280081361196	-4.246410111514735	-5.631661063197269	-4.040855994302282	-4.966189194864265	-4.439329648706677	-5.589625843400057	-4.837629514630811	-5.088272775329655	-3.6204143580225345	-6.283379370744964	-4.427302564691082	-4.686639702247454	-5.495298460851903	-4.370719036324715	-4.828973318416826	-4.559480679779883	-5.164268158857289	-4.270625098264217	-5.596955385198545	-6.17702738957263	-5.250257300570255	-4.8951973632928265	-5.126653867057511	-4.581121511164892	-4.814660750227868	-5.46816233091439	-5.804725772170149	-4.760160219736704	-3.0852631287945083	-4.123122176087258	-5.8536353726510955	-6.331473658946009	-4.708966789364718	-6.634172282353319	-5.153420776620297	-5.037527976584527	-6.155223019254282	-5.913382835689611	-4.659527856630213	-4.593285959631849	-3.885441780979903	-6.450351054797929	-6.428391802221789	-2.8742667054232256	-4.420784353117115	-4.402474427847148	-3.8463379618425186	-6.17702738957263	-6.037527976584527	-6.664652888808081	-5.402474427847148	-6.732990018571234	-5.23112313361354	-4.2725799698924405	-4.507908509707146	-6.126653867057511	-5.8536353726510955	-5.716930167675135	-5.8448828986421315	-5.131967666953979	-4.063523185117472	-4.093446821667592	-6.754685089670553	-6.754685089670553	-3.148476186813697	-3.9551581577399717	-4.520629750808525	-3.735010128643497	-5.502163002149717	-6.450351054797929	-6.4459323835309235	-4.244490357351369	-6.343751988724446
Feature_25	-5.175197719015548	-4.302225431640966	-5.248332423645763	-4.5859749893871	-6.071158754465808	-5.6853370429798185	-4.7897242841447	-5.0177194955043465	-4.808975245171506	-4.554715373908496	-5.162454588485358	-5.098639490887915	-5.126653867057511	-4.060142527352867	-4.598180603990563	-5.3791190311811174	-4.412138963704696	-4.793454659835128	-6.339647590391709	-3.255563992876839	-3.803312058151205	-3.6235296583928163	-4.743796773527817	-4.060986949408516	-5.716930167675135	-4.504458460137379	-3.7397347482045813	-4.421868678640455	-4.121359567387998	-4.7897242841447	-4.52179180889865	-5.430572747521315	-5.15702751610103	-3.9449900291584323	-6.126653867057511	-5.381226694143108	-4.796264193421952	-4.560674469703928	-7.064369588803168	-4.211301692700796	-5.32943739178949	-5.937992303033613	-2.9681679292862246	-5.6853370429798185	-4.632916126382893	-4.016900015197798	-6.411061923683872	-4.101242851066631	-4.9709427248349	-4.258951170446907	-3.5871909144830028	-4.7897242841447	-4.741087486269831	-4.32943739178949	-5.0046633426789	-5.7195944252021915	-4.92102829630047	-4.7897242841447	-6.546413776578758	-5.091720076948124	-3.5720650153798736	-4.764280246451739	-4.764280246451739	-6.098639490887915	-4.847794494062034	-4.762905596475521	-5.672374736185817	-5.619170119014072	-4.421868678640455	-3.431118499387437	-5.504458460137379	-5.287326555261627	-4.880215971754412	-5.408910252828823	-4.9901150341097456	-5.428391802221789	-4.1417607594477195	-5.40461651441869	-4.919495959416223	-6.151620782574086	-4.972530721738091	-4.905777678168443	-4.561869248273985	-4.914908689920572	-4.502163002149717	-4.901233753023495	-4.799079209029006	-5.539335945338225	-5.639207872250617	-4.810394522256841	-4.94421082576877	-6.184369364913798	-5.463688854335082	-4.71826168142068	-5.534636608802404	-5.2197632714489925	-4.532292668334105	-5.3939377458926625	-4.92102829630047	-5.743796773527817	-4.166992796193825	-5.072861049696808	-5.70104712606848	-5.743796773527817	-4.55828787686705	-4.977305227058439	-5.095175635584343	-5.303224182141836	-5.877238271954517	-5.360287356450746	-5.8448828986421315	-5.130194224762759	-7.184369364913798	-5.865388554076773	-4.539335945338225	-5.223539962194476	-5.799079209029006	-4.999797587507085	-4.648062670136759	-7.787851953605752	-3.0673359183211644	-4.599406864192642	-4.880215971754412	-5.646794366722425	-5.1588342728066605	-3.8427030517793366	-4.082259747699058	-4.524118736888405	-4.14713059830556	-4.790650586958426	-5.8419771674667205	-5.953589158084632	-4.9488923713832325	-6.0046633426789
Feature_26	-4.933345938177248	-4.919495959416223	-4.655695995039186	-4.226378982541714	-4.587190914483003	-5.481666595264137	-5.972530721738091	-4.994948187845688	-4.674957897199819	-4.826099422962716	-5.003039600199236	-5.0046633426789	-4.881707129552165	-4.589625843400057	-5.641732273666164	-5.112578681845788	-4.7076438227054	-3.6807869760020164	-5.1588342728066605	-4.41645518245409	-4.919495959416223	-4.999797587507085	-5.016081000108593	-4.905777678168443	-5.248332423645763	-4.746511158224853	-4.7836641566423195	-4.975711968982772	-4.509060362096388	-4.761532255066828	-5.3561357131802785	-4.890686588255257	-4.312244187465956	-5.166084011886048	-5.461457307036499	-5.317279777363255	-5.202889452884596	-4.467042660667356	-5.001417683175246	-4.677545691688975	-4.342724793920718	-4.631661063197269	-3.6037070016262676	-5.060986949408516	-5.182530365250018	-3.6971035380797757	-5.173370365964542	-4.016900015197798	-4.9287144894456025	-3.834738341236588	-4.403545073566703	-4.828973318416826	-4.303224182141836	-3.785058738714072	-4.506757576226968	-4.907295505810697	-4.862441270026436	-4.8951973632928265	-4.963028853970937	-4.8419771674667205	-4.6379473260447	-3.747190553123629	-4.60925465014899	-4.2686728719299385	-4.498726648700787	-5.437135435293765	-5.461457307036499	-5.093446821667592	-4.883199830193234	-4.519468627976521	-5.377014442856194	-5.587190914483003	-4.803312058151206	-4.892188613420488	-5.146234236027027	-5.189900470887027	-3.9065363923804544	-4.357172504486767	-5.164268158857289	-5.830412415833798	-5.095175635584343	-4.868341871466121	-5.257982593679483	-4.66850864622358	-4.690554752250837	-4.625402072725587	-4.890686588255257	-4.966189194864265	-5.151620782574086	-4.082259747699058	-4.519468627976521	-4.712942984001698	-5.497583014046458	-4.6204143580225345	-5.303224182141836	-5.012809581380541	-5.319298944999907	-5.6879435387943	-4.966189194864265	-6.102111682794719	-5.066063887343044	-4.741087486269831	-5.563065017128922	-5.4459323835309235	-3.56605878255451	-5.428391802221789	-5.26186080849041	-5.0046633426789	-5.402474427847148	-5.448140027482576	-5.830412415833798	-4.601862515918954	-6.1373011112570195	-5.4175362578444215	-4.6931707004578485	-5.175197719015548	-4.512521447421049	-5.868341871466121	-4.592064888851474	-6.560674469703928	-4.907295505810697	-4.883199830193234	-4.865388554076773	-5.1373011112570195	-5.360287356450746	-4.326388369786226	-5.202889452884596	-5.3686266573634756	-4.522954803754769	-5.045862459850052	-5.816085634334696	-5.619170119014072	-4.94421082576877	-4.839077276960926
Feature_27	-5.215996441526073	-4.711616367778667	-5.325373459409591	-3.7732475406969805	-3.760846074297227	-5.100374542258662	-5.221650380993258	-4.389688272891305	-4.60678639455824	-4.584760088228241	-4.400335517090813	-5.3939377458926625	-4.467042660667356	-5.874266705423226	-5.098639490887915	-5.066063887343044	-4.496440285241454	-4.467042660667356	-5.654420966197124	-4.554715373908496	-4.7711732124591215	-4.724937746276501	-4.198237094641705	-4.397133085052469	-5.711616367778667	-4.911858593560622	-4.284365154890519	-4.191748895279396	-4.583546209283351	-4.596955385198545	-5.006288914727943	-5.166084011886048	-4.203821727579971	-4.672374736185817	-5.904261445721063	-5.001417683175246	-5.29128456883031	-4.664652888808081	-4.680138136305499	-5.34993056365357	-4.377014442856194	-5.594508064779803	-4.283379370744964	-5.167902153325028	-4.816085634334696	-4.0177194955043465	-5.229223600698059	-4.866864457060621	-5.17702738957263	-4.881707129552165	-4.467042660667356	-5.601862515918954	-4.792051942135038	-4.46592385871839	-4.780879030215781	-4.595731206049244	-5.011176649637575	-4.674957897199819	-5.818939631389849	-4.3213209425851185	-4.210364573446743	-4.070308359486344	-5.439329648706677	-4.3791190311811174	-5.037527976584527	-5.069458465475968	-5.126653867057511	-5.250257300570255	-4.993335336877387	-4.1346319244810354	-5.975711968982772	-5.102111682794719	-4.969356473942948	-4.98850757428786	-5.259920397920975	-5.360287356450746	-4.107335689857732	-4.455893493581126	-4.945769653625332	-5.541691366336355	-5.05761222262786	-5.140867726277212	-5.25218474914137	-5.1588342728066605	-4.8217992855290905	-4.339647590391709	-5.121359567387998	-6.364450981392282	-4.768412072782065	-3.6080199944973503	-4.44042800813612	-3.719594425202191	-5.919495959416223	-4.642996132740325	-6.98529801781197	-4.8492524982698955	-5.3540643631605835	-6.05761222262786	-5.236836784807934	-5.579910688566845	-4.92717397136982	-4.749230659578445	-5.459229206144382	-5.529952529879589	-3.299233321945801	-4.871301246946665	-5.229223600698059	-5.009545564058647	-4.810394522256841	-5.331473658946009	-5.6853370429798185	-5.4907401788896	-5.839077276960926	-5.110828899895829	-3.9110970759705523	-4.6104903633216585	-4.956728865615198	-5.94421082576877	-4.9901150341097456	-5.92563509651363	-5.0292413653995665	-4.9410982139014346	-4.904261445721063	-5.3540643631605835	-5.66979619208404	-4.050886359439546	-4.786454670163947	-5.160643295038534	-4.531122124626168	-5.273558399933937	-5.408910252828823	-5.587190914483003	-4.227326565525461	-5.743796773527817
Feature_28	-4.950456268599669	-4.056769772945008	-3.4175362578444215	-4.884694076873564	-5.167902153325028	-6.904261445721063	-6.331473658946009	-4.203821727579971	-3.900477821625069	-4.55828787686705	-5.184369364913798	-5.144443180501039	-4.326388369786226	-4.939544422646353	-5.014444363471486	-5.539335945338225	-5.309231248589708	-5.25218474914137	-4.519468627976521	-2.230410515648501	-4.714270821224645	-4.269648654882856	-5.714270821224645	-4.889186125258965	-5.259920397920975	-5.024292149427834	-5.565459532269305	-5.947330167612949	-3.9426536804034757	-4.213177759338235	-5.947330167612949	-5.006288914727943	-5.03089488425208	-5.604322354606759	-5.191748895279396	-4.801899728091385	-6.1588342728066605	-4.229223600698059	-6.283379370744964	-3.5787008813337784	-4.391811444784275	-5.166084011886048	-3.069458465475968	-4.749684408612186	-4.665936996628406	-4.1346319244810354	-6.263803832408203	-2.5270326846390687	-4.086552208589183	-3.959088138489121	-3.598180603990562	-4.71826168142068	-4.66979619208404	-6.014444363471486	-5.762905596475521	-4.749684408612186	-4.234929719043275	-6.331473658946009	-7.381226694143108	-4.753319547646323	-5.443728112604194	-4.296247404962262	-5.3728144543269085	-7.477151114141644	-4.749230659578445	-4.547596798408795	-6.323345778062609	-4.880215971754412	-3.8594999947143136	-4.119599109523561	-3.383337440738916	-4.749684408612186	-4.723600059540989	-5.430572747521315	-6.518308438898404	-4.749684408612186	-4.595731206049244	-5.256047388773769	-5.94421082576877	-4.339647590391709	-5.110828899895829	-4.447035783233574	-4.956728865615198	-4.664652888808081	-4.662088096948777	-4.671084888052612	-4.344779915409108	-6.248332423645763	-5.358210041418137	-4.749684408612186	-4.924097861375232	-6.31526343176475	-4.25122070297059	-5.301227372077889	-4.773939646750498	-5.305223759788184	-4.789250591660898	-5.724937746276501	-5.091720076948124	-4.952021862937671	-5.46592385871839	-5.1588342728066605	-5.146234236027027	-3.872783214247895	-6.130194224762759	-4.570260518533125	-5.7850587387140715	-7.077980020321821	-6.722263611978176	-5.283379370744964	-5.360287356450746	-4.384393973221791	-6.084833691362884	-5.994948187845688	-4.749684408612186	-4.6442610999769025	-5.360287356450746	-5.659527856630213	-5.121359567387998	-7.856564703689767	-4.714270821224645	-5.093446821667592	-5.421868678640455	-4.797671014636198	-3.631661063197269	-4.749684408612186	-5.654420966197124	-4.749684408612186	-6.565459532269305	-3.8750090234436616	-5.856564703689767	-5.751955296914981	-4.975711968982772	-4.656972151726457
Feature_29	-5.493017519600666	-5.443728112604194	-6.360287356450746	-3.8499820532997986	-4.581121511164892	-4.66979619208404	-5.202889452884596	-5.515990856005005	-5.656972151726457	-5.511366829479557	-4.828973318416826	-5.601862515918954	-5.3939377458926625	-4.601862515918954	-5.479407088082012	-5.337599761742851	-4.089995396478662	-3.7670334820981983	-6.225432021535684	-4.084833691362884	-4.226378982541714	-4.715599881697165	-4.680138136305499	-4.4570045410298675	-6.123122176087258	-4.933345938177248	-3.9442108257687702	-3.8631775267614197	-4.711616367778667	-5.55828787686705	-4.0737129511333645	-4.780879030215781	-4.453673962311211	-4.454783301113189	-6.402474427847148	-4.813237272025666	-5.3791190311811174	-5.295253471033256	-5.335554835757827	-4.698416870023808	-5.301227372077889	-6.910335960130747	-3.0878424412352223	-4.869820800392033	-3.8558318131274527	-3.829692687686724	-5.050886359439546	-5.833294924366919	-6.347868097196677	-5.2814098208951945	-4.513676990166759	-4.2716022029686105	-5.204754605104159	-4.839077276960926	-4.714270821224645	-5.646794366722425	-4.840526493597995	-4.54287052050162	-5.634172282353319	-5.975711968982772	-3.9426536804034757	-4.8175119271259925	-5.565459532269305	-4.8203687499226495	-4.002228413761847	-5.26186080849041	-4.999797587507085	-5.34993056365357	-5.311239175205955	-5.227326565525461	-6.102111682794719	-5.649332089524324	-5.513676990166759	-5.160643295038534	-4.482797677282786	-5.184369364913798	-5.067760178003942	-4.616684855624477	-4.908814932007897	-5.741087486269831	-4.496440285241454	-5.025940002309316	-5.502163002149717	-4.732990018571234	-4.184369364913798	-4.883199830193234	-4.934893064374727	-5.0046633426789	-4.800488779283678	-3.955943297917657	-4.678841331687047	-5.03089488425208	-5.738383277341453	-4.555905225556056	-5.587190914483003	-5.2716022029686105	-5.037527976584527	-6.140867726277212	-6.173370365964542	-5.934893064374727	-4.916436159667165	-4.599406864192642	-6.08140278596261	-5.6853370429798185	-3.730300931043594	-5.956728865615198	-4.454783301113189	-4.143548485873364	-5.29128456883031	-5.307226112699332	-5.548780791122674	-5.345808575018384	-5.499871190641728	-5.411061923683872	-4.711616367778667	-4.874266705423226	-5.735684127740497	-6.402474427847148	-5.727616846472382	-6.916436159667165	-4.858031602688426	-5.351995982819354	-5.398199772746822	-6.169722588949397	-6.259920397920975	-3.9149086899205714	-5.511366829479557	-3.96223984928029	-3.7962641934219525	-4.991724286971403	-5.463688854335082	-5.096906523663459	-4.65060262685073	-5.639207872250617
