	Sample_0	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41	Sample_42	Sample_43	Sample_44	Sample_45	Sample_46	Sample_47	Sample_48	Sample_49	Sample_50	Sample_51	Sample_52	Sample_53	Sample_54	Sample_55	Sample_56	Sample_57	Sample_58	Sample_59	Sample_60	Sample_61	Sample_62	Sample_63	Sample_64	Sample_65	Sample_66	Sample_67	Sample_68	Sample_69	Sample_70	Sample_71	Sample_72	Sample_73	Sample_74	Sample_75	Sample_76	Sample_77	Sample_78	Sample_79	Sample_80	Sample_81	Sample_82	Sample_83	Sample_84	Sample_85	Sample_86	Sample_87	Sample_88	Sample_89	Sample_90	Sample_91	Sample_92	Sample_93	Sample_94	Sample_95	Sample_96	Sample_97	Sample_98	Sample_99	Sample_100	Sample_101	Sample_102	Sample_103	Sample_104	Sample_105	Sample_106	Sample_107	Sample_108	Sample_109	Sample_110	Sample_111	Sample_112	Sample_113	Sample_114	Sample_115	Sample_116	Sample_117	Sample_118	Sample_119	Sample_120	Sample_121	Sample_122	Sample_123	Sample_124	Sample_125	Sample_126	Sample_127	Sample_128	Sample_129	Sample_130	Sample_131	Sample_132	Sample_133
Feature_10	-4.532292668334105	-5.175197719015548	-4.572667016240221	-4.469282870808305	-4.60801999449735	-4.751955296914981	-4.907295505810697	-5.13374329184383	-4.498726648700787	-4.865388554076773	-5.095175635584343	-4.793454659835128	-4.497583014046458	-4.922562262464007	-4.595731206049244	-5.15702751610103	-4.601862515918954	-5.421868678640455	-4.859499994714313	-4.889186125258965	-4.883199830193234	-4.947330167612949	-4.741087486269831	-5.151620782574086	-4.392874203610153	-4.98529801781197	-4.837629514630811	-4.862441270026436	-4.593285959631849	-4.270625098264217	-3.8125260592723476	-4.868341871466121	-4.168812084002237	-4.2207065176682015	-4.9287144894456025	-5.044191706865538	-4.98529801781197	-4.91796524835391	-4.807557362953311	-4.665936996628406	-5.26186080849041	-4.060986949408516	-5.337599761742851	-6.119599109523561	-5.567858028317821	-5.246410111514735	-3.6279024113772347	-4.913382835689611	-4.880215971754412	-4.871301246946665	-4.306224588854259	-5.950456268599669	-4.676251214221339	-6.225432021535684	-5.15702751610103	-3.1209192514862467	-4.253149439943539	-4.08140278596261	-4.533464162544549	-4.665936996628406	-4.576284306160896	-5.093446821667592	-5.287326555261627	-4.334533458695067	-4.630407090896776	-4.612964969487364	-5.021002079493648	-4.914908689920572	-4.964608159044785	-4.982095585773625	-4.560674469703928	-4.911858593560622	-4.584760088228241	-4.65060262685073	-4.524118736888405	-4.787851953605752	-5.358210041418137	-4.904261445721063	-4.487330894024048	-5.084833691362884	-4.963028853970937	-5.305223759788184	-5.434944554020955	-4.98850757428786	-5.060986949408516	-4.764280246451739	-4.898212401048258	-4.599406864192642	-5.631661063197269	-5.167902153325028	-4.811815196956468	-4.498726648700787	-4.690554752250837	-5.351995982819354	-4.810394522256841	-4.596955385198545	-4.6518742840867775	-4.426214148916419	-4.631661063197269	-4.7574200573917915	-4.624153526528328	-4.572667016240221	-4.660807408856785	-4.049209781632163	-4.818939631389849	-4.982095585773625	-4.560674469703928	-5.140867726277212	-5.880215971754412	-5.067760178003942	-4.823231241022222	-5.1588342728066605	-4.919495959416223	-5.273558399933937	-4.765656207491556	-4.776711396000552	-3.0839751997928393	-4.769791982060761	-4.2454499151126415	-4.880215971754412	-5.358210041418137	-4.408910252828823	-4.362367666891793	-4.7076438227054	-3.8289733184168258	-4.865388554076773	-4.46816233091439	-4.598180603990563	-5.140867726277212	-5.267697748512695	-4.426214148916419	-5.149823031511692	-5.003039600199236	-4.706322068109154
Feature_11	-4.6142038661207225	-5.7574200573917915	-4.963028853970937	-4.177943095754365	-4.333512804219607	-4.871301246946665	-5.155223019254282	-5.313249900327102	-5.055927814916506	-5.126653867057511	-5.830412415833798	-5.4153749165549545	-5.730300931043594	-5.331473658946009	-3.935667250087369	-5.804725772170149	-5.406761786250247	-5.283379370744964	-3.8182256026492714	-4.2686728719299385	-4.463688854335082	-4.60678639455824	-5.907295505810697	-4.6879435387943	-3.546413776578758	-4.712942984001698	-3.9981793091087017	-4.187132267209026	-3.068184562487335	-3.1253284695909436	-4.553526502773324	-3.8485233119814946	-4.823231241022222	-5.124886940883323	-3.0805463329597855	-4.491878399888197	-4.31526343176475	-4.65060262685073	-4.362367666891793	-3.6582494382560053	-3.365493767878512	-4.022646176584273	-5.4175362578444215	-5.366537308640748	-3.813237272025666	-4.496440285241454	-3.5446410607617502	-3.9310283552838485	-3.5411021504650284	-5.636687880272102	-4.911858593560622	-6.188054411721654	-5.039191025807171	-6.040855994302282	-5.565459532269305	-3.2725799698924405	-4.359248325047614	-4.041689199662368	-4.82466461922348	-4.999797587507085	-4.684035558867296	-4.649332089524324	-5.096906523663459	-4.426214148916419	-4.694480455464638	-5.680138136305499	-5.553526502773324	-5.3833374407389165	-5.437135435293765	-5.969356473942948	-4.7587894880032895	-4.958301285433952	-5.295253471033256	-5.027589739528408	-4.659527856630213	-4.959875420932063	-5.680138136305499	-4.403545073566703	-4.737033071308516	-6.221650380993258	-5.424039777682082	-5.551151695585421	-6.7711732124591215	-5.347868097196677	-5.153420776620297	-4.8536353726510955	-5.279442956185794	-4.331473658946009	-5.483929646772706	-6.760160219736704	-4.408910252828823	-4.2982373294720775	-4.584760088228241	-5.186210711737966	-4.450351054797929	-4.601862515918954	-5.582333350833701	-4.934893064374727	-5.3686266573634756	-4.977305227058439	-5.109081237609561	-4.747870268114242	-4.663369922924607	-5.121359567387998	-5.488466427369478	-5.303224182141836	-5.3728144543269085	-5.021002079493648	-5.738383277341453	-5.297242024126709	-4.727616846472382	-4.967771965226956	-5.206622171760926	-4.911858593560622	-4.411061923683872	-4.6853370429798185	-3.5004438022947655	-5.105592251529681	-5.34993056365357	-5.39606718545401	-5.3939377458926625	-5.146234236027027	-5.223539962194476	-5.128422959910567	-5.236836784807934	-5.907295505810697	-4.676251214221339	-5.100374542258662	-4.510213134863187	-5.46816233091439	-4.624153526528328	-4.978900246613819	-5.257982593679483	-5.035866842214606
Feature_12	-4.846337961842519	-4.553526502773324	-5.0292413653995665	-4.810394522256841	-4.883199830193234	-5.833294924366919	-5.862441270026436	-4.916436159667165	-4.902746805119064	-4.699731398625814	-4.808975245171506	-5.807557362953311	-4.907295505810697	-3.9072955058106964	-5.387568221016935	-5.144443180501039	-3.7718643238691714	-4.1973084206212965	-5.716930167675135	-4.761532255066828	-4.94421082576877	-4.1973084206212965	-4.896704094542981	-5.171545324556215	-5.596955385198545	-4.402474427847148	-4.739734748204581	-5.1373011112570195	-5.091720076948124	-6.024292149427834	-4.816085634334696	-3.626651700383524	-4.266723283740159	-5.732990018571234	-4.527616181124632	-5.238746374816565	-5.4153749165549545	-4.303224182141836	-5.539335945338225	-6.225432021535684	-5.969356473942948	-5.366537308640748	-3.3208151774472867	-5.937992303033613	-4.98529801781197	-3.428391802221789	-5.182530365250018	-4.712942984001698	-5.333512804219607	-4.29227577123336	-3.92717397136982	-5.539335945338225	-4.7076438227054	-4.3791190311811174	-5.481666595264137	-5.381226694143108	-4.865388554076773	-6.112578681845788	-5.98529801781197	-4.131967666953979	-4.800488779283678	-5.479407088082012	-4.539335945338225	-5.534636608802404	-4.325373459409591	-4.924097861375232	-5.014444363471486	-5.493017519600666	-4.533464162544549	-4.444829827083765	-6.579910688566845	-5.077980020321821	-5.391811444784275	-5.428391802221789	-4.033378721377906	-4.631661063197269	-5.034207618292916	-3.963028853970937	-4.71826168142068	-5.459229206144382	-4.975711968982772	-4.1417607594477195	-5.303224182141836	-4.210364573446743	-4.749230659578445	-4.211301692700796	-5.3274039946369625	-5.520629750808525	-4.616684855624477	-3.598793603804709	-5.34993056365357	-5.130194224762759	-4.794858742710812	-5.089995396478662	-4.924097861375232	-6.095175635584343	-5.283379370744964	-5.98850757428786	-5.148027517850078	-5.472649721906704	-4.188977146029342	-5.659527856630213	-5.289304204702069	-5.17885938352152	-3.8802159717544122	-4.0626772777107165	-5.708966789364718	-4.070308359486344	-4.640469520814529	-5.2197632714489925	-6.027589739528408	-4.986901903514559	-4.908814932007897	-5.4459323835309235	-4.977305227058439	-6.29128456883031	-5.184369364913798	-5.7711732124591215	-5.074565355909057	-6.195452864042815	-4.407835619601564	-5.604322354606759	-5.62165967103977	-5.014444363471486	-5.8951973632928265	-4.571463265614783	-4.1047213218075544	-5.109081237609561	-4.22827477130451	-4.702364054540471	-5.667222248420214	-4.756051925434459	-5.92563509651363	-6.947330167612949
Feature_13	-4.360287356450746	-3.8951973632928265	-4.7076438227054	-4.400335517090813	-4.506757576226968	-4.722263611978176	-5.110828899895829	-5.428391802221789	-5.616684855624477	-5.82466461922348	-4.587190914483003	-5.816085634334696	-5.966189194864265	-4.986901903514559	-5.098639490887915	-4.286338746225508	-4.969356473942948	-3.9426536804034757	-5.450351054797929	-5.497583014046458	-3.7512736550214174	-5.428391802221789	-3.923329857608951	-4.505607560190872	-4.834738341236588	-4.924097861375232	-3.9410982139014346	-4.060986949408516	-5.146234236027027	-5.634172282353319	-3.937992303033613	-4.118719685515294	-4.193599690967337	-3.6569721517264564	-5.754685089670553	-5.779488480671126	-4.728958264552184	-4.908814932007897	-6.054245371529461	-4.273558399933937	-5.233025170857915	-5.695791400616985	-3.75059233503667	-4.015262449708825	-3.1284229599105666	-5.481666595264137	-5.604322354606759	-5.579910688566845	-4.792051942135038	-4.980497031548149	-4.856564703689767	-4.44042800813612	-4.765656207491556	-4.904261445721063	-5.001417683175246	-4.038359261563383	-4.229223600698059	-4.257014666745564	-5.513676990166759	-5.624153526528328	-3.627276920346024	-4.411061923683872	-5.0626772777107165	-5.144443180501039	-5.21223942106718	-3.4975830140464574	-5.3791190311811174	-4.107335689857732	-3.972530721738092	-4.810394522256841	-5.08140278596261	-4.680138136305499	-4.636687880272102	-5.135521104811733	-4.3939377458926625	-5.7195944252021915	-5.850711977444329	-5.527616181124632	-4.969356473942948	-5.437135435293765	-5.199166366841879	-6.1806937067704	-5.950456268599669	-4.866864457060621	-5.459229206144382	-3.8536353726510955	-5.21411670830785	-5.077980020321821	-4.75059233503667	-3.2397021185023234	-4.455893493581126	-5.027589739528408	-5.331473658946009	-5.242573154357078	-6.551151695585421	-4.91796524835391	-5.019359853885603	-5.656972151726457	-6.027589739528408	-5.269648654882856	-4.124004288643562	-4.276497677774176	-4.705001523357102	-5.400335517090813	-4.072009651005301	-7.184369364913798	-4.728958264552184	-3.306725263869136	-4.19452597994997	-4.8492524982698955	-5.830412415833798	-5.021002079493648	-5.575077534830902	-4.8448828986421315	-4.213177759338235	-3.9965628439077836	-4.604322354606759	-5.4907401788896	-6.454783301113189	-5.801899728091385	-4.796264193421952	-4.289304204702069	-4.258951170446907	-4.92717397136982	-5.074565355909057	-4.726276674484799	-6.711616367778667	-4.7587894880032895	-2.788551103142522	-5.024292149427834	-5.978900246613819	-5.13374329184383	-3.8891861252589646	-4.3274039946369625
Feature_14	-6.130194224762759	-4.486196253744652	-5.2716022029686105	-4.119599109523561	-4.760160219736704	-5.3561357131802785	-4.937992303033613	-5.2716022029686105	-5.486196253744652	-4.966189194864265	-4.676251214221339	-5.21223942106718	-4.818939631389849	-4.13374329184383	-5.17885938352152	-4.732990018571234	-4.2686728719299385	-4.353029802312457	-5.7850587387140715	-5.088272775329655	-4.381226694143108	-4.6379473260447	-4.7574200573917915	-4.694480455464638	-5.565459532269305	-4.850711977444329	-4.105592251529681	-4.780879030215781	-4.684035558867296	-5.6518742840867775	-4.541691366336355	-4.174283753168769	-4.762905596475521	-5.162454588485358	-4.9287144894456025	-4.716930167675135	-5.250257300570255	-5.223539962194476	-4.603091911000498	-5.0079163204739885	-4.937992303033613	-5.525283609814742	-3.2070894414138817	-5.025940002309316	-4.331473658946009	-4.121359567387998	-4.765656207491556	-5.527616181124632	-5.8275356550782345	-5.076271677859459	-5.21223942106718	-4.70104712606848	-5.022646176584273	-4.386509362223797	-5.042522886504919	-5.532292668334105	-5.439329648706677	-5.024292149427834	-5.548780791122674	-5.204754605104159	-4.810394522256841	-4.622906059921517	-5.493017519600666	-4.494157539447334	-4.712942984001698	-5.189900470887027	-4.7711732124591215	-5.229223600698059	-5.234929719043275	-4.711616367778667	-5.889186125258965	-5.2716022029686105	-5.323345778062609	-4.836183203691746	-4.514833459199337	-4.761532255066828	-4.890686588255257	-4.517149182073563	-4.761532255066828	-5.149823031511692	-5.343751988724446	-4.772555766509241	-4.6104903633216585	-5.62165967103977	-4.515990856005005	-4.728958264552184	-5.6931707004578485	-4.525283609814742	-4.830412415833798	-3.31828900793319	-4.890686588255257	-4.875751723609814	-5.3686266573634756	-4.514833459199337	-5.454783301113189	-5.193599690967337	-5.151620782574086	-5.483929646772706	-4.880215971754412	-5.406761786250247	-4.570260518533125	-4.360287356450746	-5.560674469703928	-5.711616367778667	-3.9551581577399717	-4.540513175139074	-4.6827352477915385	-4.278460528472727	-5.03089488425208	-5.012809581380541	-5.998179309108702	-5.360287356450746	-5.123122176087258	-5.217878627104049	-4.8419771674667205	-5.256047388773769	-4.8203687499226495	-5.43275699478319	-4.671084888052612	-5.969356473942948	-4.7102909703121	-4.534636608802404	-4.7195944252021915	-5.240658495760342	-5.910335960130747	-4.258951170446907	-4.284365154890519	-4.567858028317821	-4.25411477623977	-5.024292149427834	-5.629154207586694	-4.631661063197269	-5.006288914727943	-5.695791400616985
Feature_15	-4.727616846472382	-4.453673962311211	-4.022646176584273	-4.348898961864253	-3.6104903633216585	-5.016081000108593	-4.834738341236588	-6.109081237609561	-4.174283753168769	-5.182530365250018	-4.818939631389849	-4.486196253744652	-6.148027517850078	-4.130194224762759	-5.006288914727943	-4.7076438227054	-5.2657494767231725	-3.5293680878862244	-5.7711732124591215	-4.450351054797929	-5.8951973632928265	-5.1588342728066605	-4.612964969487364	-4.626651700383524	-5.246410111514735	-4.075418264619024	-4.62165967103977	-4.496440285241454	-4.400335517090813	-5.301227372077889	-4.916436159667165	-4.148027517850078	-4.808975245171506	-4.619170119014072	-5.790650586958426	-4.66979619208404	-5.049209781632163	-5.233025170857915	-5.345808575018384	-5.4175362578444215	-4.350962903619544	-5.182530365250018	-4.036697170318614	-5.504458460137379	-4.132855206225828	-4.1047213218075544	-4.996562843907784	-4.461457307036499	-4.489602855187901	-3.546413776578758	-4.116084625347324	-5.256047388773769	-4.509060362096388	-5.31526343176475	-4.6204143580225345	-5.208492159113972	-4.9410982139014346	-4.814660750227868	-4.031722354903321	-4.510213134863187	-4.216937227370229	-3.9194959594162233	-3.86834187146612	-4.309231248589708	-3.5375718998269514	-4.833294924366919	-5.94421082576877	-5.488466427369478	-5.470404281701059	-5.4175362578444215	-5.963028853970937	-4.727616846472382	-4.749230659578445	-4.830412415833798	-4.6104903633216585	-4.478278660147369	-4.804725772170149	-5.3561357131802785	-4.956728865615198	-5.463688854335082	-4.936441851470213	-4.374912920210907	-5.112578681845788	-4.031722354903321	-4.974120468500484	-4.297242024126709	-4.674957897199819	-5.662088096948777	-5.26186080849041	-3.823947752107667	-4.342724793920718	-4.801899728091385	-5.406761786250247	-4.50101664130999	-5.577492087764202	-4.554715373908496	-6.311239175205955	-5.698416870023808	-5.931800469319344	-5.366537308640748	-5.17702738957263	-4.627902411377235	-4.786454670163947	-5.398199772746822	-4.677545691688975	-4.486196253744652	-4.807557362953311	-3.9065363923804544	-5.411061923683872	-4.690554752250837	-5.541691366336355	-5.182530365250018	-5.256047388773769	-5.520629750808525	-5.054245371529461	-4.813237272025666	-4.276497677774176	-5.874266705423226	-5.813237272025666	-6.472649721906704	-5.169722588949397	-4.515990856005005	-4.499871190641728	-4.443728112604194	-5.886189872799045	-4.65060262685073	-4.297242024126709	-4.859499994714313	-4.036697170318614	-4.656972151726457	-5.408910252828823	-5.045862459850052	-4.786454670163947	-5.55828787686705
Feature_16	-4.804725772170149	-4.808975245171506	-5.124886940883323	-4.502163002149717	-4.2686728719299385	-5.042522886504919	-5.727616846472382	-5.05761222262786	-4.8061408728631925	-4.672374736185817	-4.46592385871839	-4.98529801781197	-4.260890276976588	-4.274537493993157	-5.1973084206212965	-5.434944554020955	-4.570260518533125	-4.380172477771107	-5.874266705423226	-4.665936996628406	-5.171545324556215	-4.44924511757176	-5.182530365250018	-4.816085634334696	-5.13374329184383	-4.3833374407389165	-4.444829827083765	-4.8203687499226495	-4.526449424052637	-4.762905596475521	-4.91796524835391	-4.639207872250617	-5.044191706865538	-5.107335689857732	-4.425126553658814	-5.186210711737966	-4.896704094542981	-4.916436159667165	-4.9410982139014346	-4.630407090896776	-4.646794366722425	-4.66979619208404	-4.054245371529461	-6.377014442856194	-5.225432021535684	-4.007102388130318	-4.8275356550782345	-5.385451280004834	-5.493017519600666	-5.208492159113972	-4.459229206144382	-5.089995396478662	-4.878726353613925	-4.6931707004578485	-5.1373011112570195	-5.128422959910567	-5.171545324556215	-5.402474427847148	-5.706322068109154	-4.625402072725587	-4.7711732124591215	-5.089995396478662	-5.153420776620297	-5.0046633426789	-4.60801999449735	-5.341698329956471	-4.823231241022222	-5.333512804219607	-5.1806937067704	-4.834738341236588	-6.014444363471486	-4.955158157739972	-5.3728144543269085	-5.419700841957745	-4.801899728091385	-4.890686588255257	-5.012809581380541	-4.749230659578445	-5.096906523663459	-5.677545691688975	-5.529952529879589	-4.451457840460872	-4.975711968982772	-4.70104712606848	-4.560674469703928	-4.3833374407389165	-5.570260518533125	-4.6518742840867775	-4.890686588255257	-3.9973708501125444	-4.712942984001698	-4.706322068109154	-4.810394522256841	-4.754685089670553	-4.939544422646353	-5.32943739178949	-5.437135435293765	-5.40461651441869	-4.355099666427753	-5.493017519600666	-4.56665828185293	-4.240658495760342	-4.974120468500484	-4.934893064374727	-3.8713012469466643	-3.70368218623645	-4.850711977444329	-4.373863305729622	-4.727616846472382	-4.993335336877387	-5.522954803754769	-4.772555766509241	-5.3213209425851185	-5.560674469703928	-5.014444363471486	-5.7711732124591215	-4.993335336877387	-5.7195944252021915	-4.314256314766861	-6.4459323835309235	-4.672374736185817	-4.826099422962716	-4.899722286105895	-4.937992303033613	-5.546413776578758	-4.461457307036499	-4.124004288643562	-5.049209781632163	-4.61172713582851	-4.7587894880032895	-5.40461651441869	-5.195452864042815	-4.899722286105895	-5.493017519600666
Feature_17	-7.29128456883031	-4.994948187845688	-3.8997222861058956	-5.60925465014899	-7.347868097196677	-4.818939631389849	-5.497583014046458	-4.60801999449735	-4.170633668891825	-8.098639490887914	-4.572667016240221	-4.881707129552165	-4.62165967103977	-3.882453286817771	-2.8679723759996647	-2.6814361076399145	-4.672374736185817	-4.150721627019341	-6.947330167612949	-9.33964759039171	-7.299233321945801	-4.6442610999769025	-3.7136067498477234	-5.859499994714313	-5.515990856005005	-3.8543671479855206	-5.385451280004834	-4.919495959416223	-5.544050639210277	-6.804725772170149	-4.667222248420214	-6.589625843400057	-6.173370365964542	-4.6931707004578485	-8.570260518533125	-4.042522886504919	-3.9877045155190647	-5.31526343176475	-5.910335960130747	-4.889186125258965	-7.722263611978176	-3.603091911000498	-5.164268158857289	-5.1806937067704	-4.671084888052612	-3.687291473227995	-4.797671014636198	-6.437135435293765	-3.9860997377775242	-5.0046633426789	-8.799079209029006	-4.033378721377906	-6.034207618292916	-3.348383437456092	-6.998179309108702	-6.664652888808081	-5.656972151726457	-4.408910252828823	-4.865388554076773	-4.646794366722425	-4.7076438227054	-4.592064888851474	-6.275517252971993	-5.325373459409591	-6.188054411721654	-3.3365769364317424	-3.762218762355961	-5.103850917533256	-6.347868097196677	-5.502163002149717	-5.333512804219607	-5.94421082576877	-3.6846861541616995	-6.732990018571234	-6.953589158084632	-4.184369364913798	-4.505607560190872	-5.616684855624477	-6.123122176087258	-3.8742667054232256	-4.811815196956468	-4.754685089670553	-5.6827352477915385	-4.767033482098198	-6.360287356450746	-7.953589158084632	-5.677545691688975	-5.130194224762759	-4.267697748512695	-8.690554752250838	-3.515412041537506	-5.94421082576877	-5.144443180501039	-5.570260518533125	-5.994948187845688	-4.41645518245409	-5.8448828986421315	-4.799079209029006	-6.880215971754412	-6.188054411721654	-4.654420966197124	-5.459229206144382	-4.56665828185293	-4.1346319244810354	-6.947330167612949	-5.124886940883323	-4.911858593560622	-4.868341871466121	-3.8997222861058956	-4.575077534830902	-5.656972151726457	-5.430572747521315	-5.754685089670553	-4.190824387051098	-4.540513175139074	-6.910335960130747	-6.279442956185794	-4.680138136305499	-8.356135713180278	-5.483929646772706	-4.738383277341453	-5.066063887343044	-5.083117218773863	-4.502163002149717	-5.049209781632163	-7.43275699478319	-4.934893064374727	-5.60925465014899	-4.9901150341097456	-4.560674469703928	-5.381226694143108	-5.883199830193234	-6.402474427847148	-3.1493739435575945
Feature_18	-4.877238271954517	-4.536984363658827	-4.754685089670553	-4.548780791122674	-4.278460528472727	-4.905777678168443	-5.839077276960926	-5.162454588485358	-5.61172713582851	-4.831852950193013	-5.175197719015548	-5.26186080849041	-4.6931707004578485	-4.572667016240221	-4.930256654254007	-4.520629750808525	-3.2478516054307183	-3.3540643631605835	-6.776711396000552	-4.549965756315278	-5.223539962194476	-4.70104712606848	-4.201026708867406	-3.8772382719545164	-4.803312058151206	-4.6518742840867775	-3.7780992701247946	-4.390749468261616	-5.762905596475521	-5.345808575018384	-4.076271677859459	-4.634172282353319	-4.599406864192642	-4.66979619208404	-5.434944554020955	-4.472649721906704	-4.095175635584343	-6.126653867057511	-4.930256654254007	-5.184369364913798	-4.875751723609814	-6.027589739528408	-4.024292149427834	-7.381226694143108	-5.105592251529681	-4.173370365964542	-5.0079163204739885	-4.868341871466121	-5.66979619208404	-6.240658495760342	-3.3122441874659563	-4.8275356550782345	-4.453673962311211	-2.9889092713643484	-4.3213209425851185	-5.31526343176475	-5.148027517850078	-5.025940002309316	-4.762905596475521	-5.248332423645763	-3.9449900291584323	-5.347868097196677	-5.149823031511692	-4.256047388773769	-4.507908509707146	-4.731644848272484	-4.92102829630047	-4.833294924366919	-4.3939377458926625	-3.763592757736852	-5.626651700383524	-5.05761222262786	-7.680138136305499	-4.616684855624477	-4.615443827555788	-4.808975245171506	-5.0177194955043465	-4.869820800392033	-4.171545324556215	-5.199166366841879	-6.295253471033256	-4.880215971754412	-5.601862515918954	-5.513676990166759	-5.366537308640748	-4.66979619208404	-5.727616846472382	-5.011176649637575	-4.540513175139074	-3.327912075304615	-4.239702118502323	-4.930256654254007	-5.532292668334105	-4.779488480671126	-4.958301285433952	-5.23112313361354	-5.25411477623977	-4.665936996628406	-5.25411477623977	-4.598180603990563	-5.095175635584343	-4.463688854335082	-5.319298944999907	-5.886189872799045	-2.6905547522508373	-3.9917242869714027	-4.378066353249781	-3.7774051661706367	-4.947330167612949	-5.088272775329655	-5.937992303033613	-5.426214148916419	-6.339647590391709	-5.801899728091385	-4.55828787686705	-4.452565475863371	-6.014444363471486	-4.92563509651363	-5.045862459850052	-5.82466461922348	-5.066063887343044	-4.659527856630213	-4.598180603990563	-5.419700841957745	-6.248332423645763	-3.380172477771107	-4.384393973221791	-4.3886278575250115	-3.8646511684022027	-4.807557362953311	-5.762905596475521	-5.714270821224645	-4.03503699172242	-6.151620782574086
Feature_19	-4.461457307036499	-3.8772382719545164	-3.820368749922649	-4.0292413653995665	-3.8594999947143136	-5.160643295038534	-4.0292413653995665	-3.7431189745767126	-3.2858450952229536	-3.3299461891994153	-4.831852950193013	-5.6879435387943	-4.274537493993157	-7.307226112699332	-4.5690587733233725	-7.112578681845788	-5.754685089670553	-4.959875420932063	-5.124886940883323	-5.910335960130747	-7.441527204410923	-5.096906523663459	-4.109081237609561	-4.686639702247454	-4.967771965226956	-5.358210041418137	-4.339647590391709	-5.160643295038534	-5.182530365250018	-6.3561357131802785	-5.978900246613819	-6.343751988724446	-5.0626772777107165	-4.966189194864265	-6.947330167612949	-5.711616367778667	-6.486196253744652	-5.406761786250247	-6.738383277341453	-4.577492087764202	-5.991724286971403	-6.29128456883031	-4.363408948092456	-7.649332089524324	-6.833294924366919	-7.43275699478319	-6.155223019254282	-6.014444363471486	-7.0177194955043465	-7.513676990166758	-5.998179309108702	-4.301227372077889	-4.462572649218752	-6.0046633426789	-5.804725772170149	-5.662088096948777	-4.5859749893871	-4.839077276960926	-5.991724286971403	-5.400335517090813	-5.880215971754412	-3.958301285433952	-6.589625843400057	-6.922562262464007	-6.654420966197124	-3.700389112355413	-7.551151695585421	-4.307226112699332	-4.095175635584343	-4.8061408728631925	-2.5926752950551597	-4.452565475863371	-5.94421082576877	-6.546413776578758	-5.8951973632928265	-7.098639490887915	-4.942653680403476	-4.998179309108702	-5.910335960130747	-5.325373459409591	-4.836183203691746	-6.868341871466121	-3.6659369966284054	-4.2814098208951945	-3.2711135678950525	-4.813237272025666	-4.202889452884596	-6.998179309108702	-5.166084011886048	-5.8448828986421315	-4.598180603990563	-4.818939631389849	-3.3722903144334455	-4.44042800813612	-4.462572649218752	-3.604937970165871	-4.260890276976588	-5.567858028317821	-5.816085634334696	-4.797671014636198	-7.787851953605752	-2.1779430957543653	-5.724937746276501	-4.491878399888197	-3.936441851470213	-5.631661063197269	-6.389688272891305	-7.680138136305499	-5.735684127740497	-4.402474427847148	-5.049209781632163	-4.1152073404064025	-5.972530721738091	-6.244490357351369	-6.43275699478319	-4.33862331271937	-3.559480679779883	-4.5690587733233725	-5.23112313361354	-4.977305227058439	-8.495298460851904	-2.592370059670357	-2.4698434672952065	-5.301227372077889	-3.4743360985345904	-3.1871322672090256	-5.3686266573634756	-6.551151695585421	-5.754685089670553	-4.3833374407389165	-4.146234236027027	-6.3939377458926625	-4.092583190967819	-5.305223759788184
